,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104
ADAMTS3,-0.0016817431,-0.00027346326,-9.79667e-05,0.00029510073,-0.00012218543,0.0004961799,-0.00029630322,0.002060769,0.0001136399,-2.9201105e-06,0.00085445226,0.00013721666,0.001235346,0.00012738416,2.5840542e-05,-6.23428e-05,-1.5521671e-05,-4.85513e-05,0.00057012984,4.2048767e-05,-0.00046137077,5.654882e-05,7.5089934e-05,0.0009196557,9.945578e-05,5.3961678e-05,2.491517e-05,-7.309022e-05,4.9586655e-05,-4.0864812e-05,0.00024119268,-9.087053e-05,0.00020982699,4.903485e-05,-4.014811e-07,0.00014541403,2.6163096e-05,-1.4348038e-05,3.6816742e-05,-2.4067633e-05,5.8269015e-05,-0.0005733946,3.3521846e-05,0.00020087657,-5.1355502e-05,-4.257417e-05,-0.00063858146,-5.8591322e-05,-5.0058392e-05,-5.405074e-05,-6.400488e-05,0.00027942553,-6.422362e-05,0.00016627558,4.9570295e-05,4.2422116e-06,0.00019407089,2.6484267e-05,-6.700012e-06,5.7505422e-05,-0.005494086,0.0005860915,0.00035043308,-0.00026609306,-1.0752766e-05,-0.0014958412,-0.00026969152,-0.0016098315,-0.0002855855,1.5763253e-05,-0.00036960913,7.9094854e-05,6.534624e-05,0.00080943084,0.00012306993,8.513596e-05,7.341964e-05,0.012732875,-0.00018775486,-0.00024216871,-0.00080146734,-0.00011193754,-0.009884603,-0.00015362196,-7.6371434e-05,-3.589341e-06,-0.00017324164,-3.289886e-05,8.81431e-06,-5.2782816e-05,-4.4621003e-05,0.00014556454,-1.4494398e-05,4.327821e-05,-1.127469e-06,-0.0067126127,-0.00010584382,0.0034464966,-0.00019453502,-7.454564e-05,1.9831728e-05,-2.9381074e-05,0.0029808183,5.0233734e-06,-7.7136e-05
ADAMTS6,-0.0031323747,-0.00038627212,-0.0003109465,0.00055587955,-0.0003430506,0.00034490196,-0.00047123528,-0.0026567106,0.00033288583,0.00011593051,-0.0011178358,0.00038095276,0.004769126,0.00035156333,-1.267529e-05,-1.4029106e-05,2.7591714e-05,-1.15783005e-05,0.00044441674,-7.947751e-05,-0.0004895201,1.3879043e-05,4.5377936e-05,0.0007677779,5.2567928e-05,-0.00044457024,2.7197166e-06,0.00029824956,-0.00035673525,0.00034830018,0.00047252883,0.00017515727,-0.00031103153,-0.00033342262,-0.00027544473,0.00050271704,-0.0004221977,0.00059756346,-0.00036287715,0.00025518183,-0.00038318106,-0.0006705769,-0.0001439681,0.00065744173,0.00037009091,0.0002750546,-0.0009200463,0.0004082954,-0.00027759976,0.00037064723,0.0003089407,0.0005036212,0.00017171675,-0.00034924614,-0.0003422921,-0.00027074755,0.0005529877,-0.00045129829,0.00057823164,-0.00033221408,-0.0034899828,0.0005578662,0.0041999,-0.0004948828,-0.00018360789,-0.0023295353,-0.0004830403,0.0005998361,-0.00050491316,-4.938108e-05,-0.00054681685,-0.00017696968,-0.000111615096,0.00085191726,-0.00020178799,-0.00012570998,-0.00017486577,0.009510359,0.00033949068,0.00011523072,-0.0018679557,0.00046335303,-0.007021571,0.0003689105,0.00030347792,0.00027782476,-0.00053917716,0.0004230425,-0.00059233414,0.00034091005,9.932082e-05,-0.0001277394,0.0002811827,-0.0005117894,0.0002888712,-0.005051474,-0.00053457357,0.0026045013,-0.0005586226,0.00035367784,-0.00066397997,0.00044350943,0.0014271147,-0.00057666865,0.000296687
ADAMTS9,-0.0036951422,0.00044859448,0.00033285833,-0.00058958435,0.00037448364,0.0011659694,0.00052281085,-0.006651523,-0.0003588059,-0.00010375113,-4.0297375e-05,-0.00035630548,0.0026453815,-0.00037839156,-3.390613e-05,1.1999166e-05,-0.000113222064,1.8716068e-05,0.0002698074,0.00015310053,0.00015727273,-1.7893235e-05,-8.718035e-06,6.4410215e-06,-7.692116e-05,0.0006170722,-1.7807473e-05,4.1421237e-05,-3.5345467e-05,4.291092e-05,0.0006418938,3.0072682e-05,0.0013672555,-4.240853e-05,-3.0190695e-05,-0.00060849974,-5.091153e-05,-6.4085343e-06,-4.3607368e-05,0.00010134137,-5.0525905e-05,-0.0007430702,-0.0001199034,-0.0013394393,4.2917745e-05,5.7092e-06,0.0005429628,6.171396e-05,-0.00038002012,5.0831357e-05,4.1328953e-05,0.0006708368,2.8436245e-05,0.0013748454,-4.22988e-05,-2.8301854e-05,-0.000618023,-5.3768956e-05,4.157171e-05,-4.134634e-05,0.0009562554,0.0004931281,0.0014243637,-0.0006599737,-0.0003456095,-0.0006055009,-0.000666896,-7.2812574e-05,-0.0006696159,0.00010553207,0.0006831143,-3.139179e-05,7.1371005e-07,-0.00024616002,-0.00010253281,0.00050172,-3.5256024e-05,-0.0014888324,-0.0013763133,-0.0008560175,-0.00037648858,-0.0015499422,0.0011999015,-0.001382532,4.2582502e-05,2.945337e-05,0.0006159789,5.1654355e-05,-2.3733208e-05,4.1687083e-05,3.0856954e-05,0.00039264403,2.99366e-05,0.00014534307,2.714779e-05,0.0006739152,0.00063301745,-0.0014050454,0.0006169826,4.759194e-05,-1.6714575e-05,5.3406122e-05,-0.0011184154,-4.927022e-05,4.1423387e-05
ADAMTSL1,-0.0016474746,0.0001697411,0.0005676566,-0.00058105355,0.00057788455,0.0016743348,0.00035035246,0.0014260936,-0.0005774456,-0.0003320935,0.0018887692,-0.0005933302,0.00030227588,-0.0005774771,3.2525588e-06,-1.2190548e-05,8.75915e-05,-2.0037385e-05,-6.7320157e-06,-0.00011327404,-0.0005715736,1.7595146e-05,2.6245057e-06,-0.00050558976,3.515098e-05,0.001170885,2.145718e-05,-6.148077e-05,5.5629942e-05,-6.241476e-05,0.0030013055,-3.2060707e-05,-0.0012937823,6.3895895e-05,2.7713433e-05,0.0015901434,5.7993e-05,0.00092739833,6.0341314e-05,-0.00011777006,5.6752753e-05,-0.0025304377,8.998922e-05,0.0012775651,-5.841764e-05,-8.091409e-06,-0.0011104852,-5.9355345e-05,-0.0015524876,-6.0516224e-05,-6.365078e-05,0.002992441,-3.8914874e-05,-0.0012979173,6.444431e-05,2.8165792e-05,0.0015543528,5.243645e-05,0.000994431,6.4525375e-05,-0.004478851,0.0011221868,-0.00014042367,-0.0030121394,-0.0019206707,-6.6071014e-05,-0.0030536912,-0.000609009,-0.0029810166,-0.00011427076,-0.00082088227,3.5811718e-05,4.6193504e-06,0.00020950535,4.103426e-05,0.0013687952,3.996709e-05,0.011779143,0.0013069293,0.00072349113,0.0008613652,0.0012138451,-0.009845031,0.0012893644,-6.128745e-05,-2.817966e-05,-0.0015640592,-6.051565e-05,-0.0009782977,-6.443742e-05,-2.4300023e-05,-0.0011141286,-2.9617238e-05,-0.00027236863,-2.260379e-05,-0.006974601,-0.0016499254,0.007125089,-0.0015585705,-6.137425e-05,-0.000950159,-5.5193665e-05,0.0025259492,-0.0010115625,-6.189828e-05
ADARB1,-0.004235514,-0.0001017801,-0.00041861358,0.00044685352,-0.00043102147,-0.0006877571,-0.00026607537,-0.003211049,0.00042831438,0.00024667653,0.0018960953,0.0004508506,0.0048223766,0.0004322228,4.5174635e-05,-7.812629e-05,0.000116070165,-7.98166e-05,-0.00060118485,-5.7554902e-05,0.00017224962,8.032593e-05,4.8143578e-05,-0.0018522841,0.00012737497,-0.00023726643,7.532925e-05,9.894544e-06,-9.96775e-06,4.2946514e-05,0.00014248623,-2.8913713e-05,-0.0008538242,-3.355506e-05,-8.8815235e-05,0.00011444865,-7.614941e-05,-0.0005604059,-4.9123537e-05,-7.814793e-05,-1.5773823e-05,0.000236034,9.529705e-05,0.0005915491,9.566699e-06,6.160884e-05,0.0011392633,1.3237695e-05,0.00059038197,8.698475e-06,-4.5805334e-07,0.00010140113,-3.5080026e-05,-0.0008363716,-2.941647e-05,-8.1992344e-05,-2.1719688e-05,-8.6738786e-05,-0.00056678377,-1.3488188e-05,-0.0028338265,-0.00043816285,0.0023926217,-0.00012126342,-0.00025037085,-0.0014619766,-0.00014827524,-0.0020467725,-9.2853865e-05,-6.158882e-05,-0.0001591178,3.336739e-05,-1.065172e-05,-0.0016075425,4.6968176e-05,-0.00039828417,3.732237e-05,0.007605098,0.0008483402,0.00058773614,-0.0012259464,0.0008503101,-0.008498554,0.0008306076,-1.6675035e-06,8.553259e-05,-3.2837877e-05,6.591674e-05,0.00056928006,2.50607e-05,1.243577e-05,-0.0005982904,7.211572e-05,0.00029804467,9.139187e-05,-0.0025065055,-6.194221e-05,0.0023329498,3.4344863e-05,-8.064029e-06,0.00056380127,7.918124e-05,0.0015178442,0.0005652537,-1.5127736e-05
ADARB2,-0.0006034842,1.9997537e-05,0.00025272378,-0.00019607846,0.00025190032,0.0021677865,8.361246e-05,0.002839395,-0.00025348645,-0.00015953922,0.0009761085,-0.00024362365,0.0027878182,-0.00024899133,-5.6087396e-05,-5.1327992e-05,-1.859002e-05,-4.7230253e-05,-0.0009616794,3.055298e-05,0.00011117526,4.853792e-05,4.306235e-05,-0.00014556502,2.0926265e-05,0.00015972619,5.0089016e-05,7.0814545e-05,-2.2163793e-05,8.3985506e-05,-0.0009022215,-3.3317567e-05,0.0013235979,-8.354949e-05,-5.8442816e-05,0.0010327664,-7.4600845e-05,0.0006646737,-8.284889e-05,-6.56387e-06,-1.4519727e-05,0.0013784228,-1.354325e-05,-0.0011487777,2.1184771e-05,-5.599736e-06,-0.00076157175,1.3549554e-05,-0.0006584894,1.6431944e-05,6.329996e-05,-0.00096425065,-2.4655876e-05,0.0013201623,-7.7189325e-05,-5.5878525e-05,0.0010152833,-5.6086687e-05,0.00066942204,-7.066353e-05,-0.006663666,-0.001115303,0.0019674727,0.0009471429,0.00036268093,-0.0015241312,0.0009867937,-0.0025851512,0.0009727194,-5.278794e-06,0.0005744389,2.7877157e-05,3.919717e-05,0.00026283992,3.602342e-05,0.00032919133,2.5176545e-05,0.012351359,-0.0013325473,-0.0008071929,-0.0003177884,-0.0013121031,-0.010707876,-0.0013145818,5.925699e-05,5.9745445e-05,-0.001028917,7.379035e-05,-0.00066834415,7.421054e-05,4.1690713e-05,-0.00070124335,6.0675564e-05,-0.0004305557,4.0793228e-05,-0.006868737,-0.0010382851,0.00377285,-0.0010086689,4.989693e-05,-0.00074416783,5.7977973e-05,0.0030967055,-0.0006763512,5.1531133e-05
ADCY2,-0.0027211322,-6.930008e-05,-0.00087492494,0.0008592157,-0.0008878804,0.0014399949,-0.0004362875,0.006998886,0.0008815425,0.0005697854,0.0005935716,0.0009916228,0.00084458495,0.00090006937,-9.936532e-05,-5.969336e-05,-0.00013566695,-4.035458e-05,-6.939714e-05,0.00018366417,0.0006792472,4.7548456e-05,9.726437e-05,0.00026720887,2.7137981e-05,0.0017370075,3.7178506e-05,0.0004027048,-0.00032476903,0.00041353205,-0.00032094118,0.000110731984,-0.00048311957,-0.00041264668,-0.0002729343,-0.00013306554,-0.00042256675,0.0010588161,-0.00041241996,0.00036149708,-0.00033603382,0.00032273823,-0.00025269025,-3.663216e-06,0.00033433514,0.00016539764,-2.9298386e-05,0.00034673157,-0.0019625234,0.00033888512,0.00040391443,-0.00032446088,0.00013061306,-0.00044426363,-0.00041376194,-0.00027064094,-0.000118270065,-0.0004195534,0.0011634553,-0.00040623604,-0.010534664,-0.00015620889,0.0012811236,0.00032612344,0.00019851139,-0.0026983756,0.00036174234,-0.0031325594,0.00032706824,0.0001762012,0.00037503536,-0.00012362593,-1.6217009e-05,0.00016402462,-0.00012383306,0.0018178639,-0.00013388957,0.021675816,0.00045959713,0.0005022474,-0.0013338175,0.0004917738,-0.019164965,0.0004360265,0.00039740925,0.00027288712,0.00012241687,0.0004272097,-0.0011324575,0.0004102333,0.00019103014,0.00016282944,0.0002788019,-0.00026932257,0.00026366,-0.013679515,0.00014963458,0.008099697,0.00011805727,0.00042363015,-0.0011442656,0.0004206441,0.005558964,-0.0011800422,0.0003863442
ADCY8,-5.0709008e-05,-0.00024702272,-0.00052444387,0.0005912902,-0.0005398612,0.00059589505,-0.0004022277,-0.0009153314,0.00053832243,0.0002801823,-0.00042856138,0.00054276944,0.0015237818,0.0005401823,6.258869e-05,9.660375e-05,3.2711712e-05,8.531516e-05,1.6654893e-05,-6.667199e-05,0.0002806908,-8.990596e-05,-9.233605e-05,0.00063901726,-6.529116e-05,-0.00046019736,-8.25362e-05,-0.00020949102,0.00017606813,-0.00025719168,0.00028119734,-3.5671314e-05,-0.00010754339,0.0002471573,0.00021441131,0.00015224874,0.0002875954,-8.5321495e-05,0.00026510403,-0.00015045563,0.00019170591,-0.0002884699,0.00010028167,-2.698144e-05,-0.00018522558,-0.00011335071,-0.00057444756,-0.00019454012,0.00036146896,-0.00019040168,-0.00021491124,0.00029125912,-4.0106053e-05,-9.889434e-05,0.00024119247,0.0002084468,0.00020137831,0.00029154646,-0.0001151573,0.00023125224,-0.0022793908,0.0001553618,-3.463162e-05,-0.00028416023,-0.00020424869,-0.00083794456,-0.00034676865,-0.0005870165,-0.00029814796,-4.8507394e-05,0.00014535434,4.0738803e-05,-7.1155237e-06,0.000617169,4.514279e-05,-0.000413189,4.451723e-05,0.0015131121,9.960772e-05,0.00014126049,-0.0006666308,0.00014399333,-0.0016058097,0.000101763675,-0.00019576923,-0.00021140139,-0.00018473447,-0.00028292727,0.0001065172,-0.000237333,-0.000101006466,5.294118e-05,-0.00020814204,-6.962866e-05,-0.00020406142,0.00045831324,-0.0002313541,-0.0012349923,-0.00021254084,-0.00019428073,0.000113058784,-0.00028588268,0.0003347417,0.00012018472,-0.00019838683
ADGRB3,0.004398449,-0.0002831453,-0.00093058805,0.001067474,-0.000965876,0.0019341389,-0.00065852026,0.01527614,0.000945792,0.00055420626,0.0003176766,0.0010747318,-0.0010853934,0.0009816636,-5.7267822e-05,8.536291e-05,-0.00023288862,0.00010049185,-0.00019183684,0.00022069055,-0.0004328402,-9.663015e-05,-2.604945e-05,3.9927603e-05,-0.00013695462,0.0019019139,-9.505865e-05,0.00062135333,-0.0006337208,0.0006639077,0.000572784,0.0003546715,-0.0009785289,-0.0006507648,-0.00041056232,0.00049144967,-0.0007013309,-0.0010490759,-0.00066926505,0.0006694988,-0.00067413383,-0.0003896926,-0.00047503636,0.0011875642,0.0006538473,0.00036254828,-0.0004804891,0.00069398835,-0.00011542046,0.0006728071,0.0006497471,0.00056847336,0.00036649287,-0.0010090381,-0.0006665414,-0.0004151547,0.000497557,-0.00072180276,-0.0009898687,-0.00066101894,-0.009026016,7.4001146e-05,0.0047919606,-0.00057326653,-0.00043030045,-0.0069471123,-0.0005807077,-0.0028759951,-0.00056656724,0.00030124962,-0.0008228395,-0.00036634886,-0.00017767503,0.00023728343,-0.00039270223,0.0011360819,-0.00037364656,0.02238596,0.0009956649,0.0004864488,-0.0046379426,0.0010319471,-0.01894882,0.0010206216,0.00061946484,0.00041525,-0.00049632863,0.00070837175,0.0009792339,0.0006618154,0.00023816517,-0.0003191429,0.0004261423,0.0012317353,0.00041381302,-0.011868007,-0.00054569263,0.008417449,-0.0005017525,0.0006677967,0.0012774073,0.0007206775,0.006527681,0.0009736505,0.00062910153
ADGRF5,0.00040198807,3.109076e-05,-1.4765155e-05,2.790995e-06,-1.1635739e-05,5.0545415e-05,1.3392454e-05,-0.00030297862,1.2974062e-05,2.0533258e-05,-0.0002102451,3.0052652e-05,-0.00053007953,1.2646876e-05,-1.5102242e-05,2.8293753e-05,-2.2697766e-05,1.9266741e-05,0.00018521155,1.2968853e-05,-0.00042166517,-2.7345157e-05,-4.162339e-05,-0.0001807711,-7.960256e-05,0.00014111186,-7.82008e-06,0.00031625596,-0.00031399511,0.00034767765,-0.000114881266,0.00017880912,0.00040956037,-0.00033645856,-0.00023349958,0.00016145992,-0.00038987238,-9.924823e-05,-0.00035436833,0.0002455079,-0.00033812283,3.7930145e-06,-0.00015403467,-3.1104788e-05,0.00032269474,0.00021604868,-1.6505093e-05,0.00036114908,-2.7015818e-05,0.0003309205,0.00032359897,-0.00010419693,0.00015928238,0.00037632172,-0.0003445109,-0.00023632229,0.00014450507,-0.00039878438,-8.891533e-05,-0.00033379815,-0.00012550723,0.00010308834,5.2170535e-06,0.0001102637,0.00011808544,0.00021262515,0.00015077206,-0.00025310513,0.000105131716,5.2977666e-05,-0.00023689607,-0.00017599926,-0.00011334088,-0.000101786194,-0.0002219918,9.7205455e-05,-0.00016669594,0.00056545937,-0.0003914291,-0.00036815225,-5.2855034e-05,-0.00037409944,-0.00074445177,-0.00036603626,0.00031872818,0.00023485266,-0.00015542888,0.00039168794,9.380737e-05,0.00034277167,0.00012285882,-0.00015009294,0.00024613453,9.354173e-05,0.00023813333,-0.000759299,-0.00017423627,0.0005871585,-0.0001427664,0.00035862922,7.006442e-05,0.00039637406,0.00016552015,8.430957e-05,0.000304841
ADGRG3,-0.0009501288,-3.7835252e-06,-0.00017367807,0.00018126819,-0.00018062984,0.0003490209,-9.234845e-05,-0.0012004336,0.00017914352,0.0001195081,2.325007e-05,0.00021135483,0.00017857716,0.00018200758,1.384098e-05,3.4803783e-05,-4.6527803e-05,3.399739e-05,-0.00011347792,3.9534035e-07,0.000133016,-3.6647223e-05,-3.970179e-05,3.4769266e-05,-6.7840025e-05,8.713115e-05,-3.2434717e-05,9.3718205e-05,-9.371313e-05,9.704559e-05,-0.00058418635,4.5878176e-05,-0.0009993183,-9.865763e-05,-8.971838e-06,-0.00017944357,-6.8197834e-05,0.00077011867,-9.550825e-05,9.751537e-05,-8.727423e-05,0.00060423766,-7.105414e-05,0.0007936228,9.3185845e-05,9.5032226e-07,7.794951e-05,6.903734e-05,-0.000780134,9.016214e-05,9.983114e-05,-0.00060422055,5.34013e-05,-0.0010013956,-9.994068e-05,-1.1053382e-05,-0.00017544744,-3.9663464e-05,0.0007892989,-9.987992e-05,0.00060284446,-0.0003524536,0.00062569056,0.000598296,0.00038386736,-0.00042071432,0.0006776936,0.0008202796,0.00060890574,2.1081269e-05,-0.00029350055,-4.995326e-05,-7.679633e-06,2.3531866e-05,-7.49385e-06,0.00040762025,-5.190386e-05,-0.0002005664,0.0010080792,0.00070019456,-0.00096912106,0.001092236,-2.030489e-06,0.0009985472,9.9063436e-05,8.92651e-06,0.00017763012,7.2548086e-05,-0.0007881873,9.9864905e-05,3.0190047e-05,0.00014172659,-1.6722071e-05,-0.00047448944,-1.8567931e-06,0.0017531067,0.00017096377,-0.00036725373,0.00017426448,0.00010991132,-0.0008457818,5.5437253e-05,-0.000541943,-0.00078968925,9.864613e-05
ADGRL2,-0.010276263,-0.00062393956,3.181266e-05,0.00037364816,-1.3040993e-05,0.00050378364,-0.0005085733,-0.003433696,-4.0032596e-06,-0.00016621561,0.002408406,1.0302912e-05,0.004159986,2.2511074e-05,4.3520347e-05,5.3275948e-05,-9.3484205e-06,4.9357837e-05,-0.00025284878,4.7437848e-06,-0.00092019234,-5.1030856e-05,-6.0896375e-05,0.00030323022,-4.342473e-05,-0.00024379585,-4.8986418e-05,-0.00034506843,0.00036247508,-0.00038726893,0.00035955056,-0.00019702266,-0.0004935054,0.00037228342,0.00032853978,0.0005948109,0.0004904019,0.0013908508,0.00040338098,-0.00027996686,0.00039923354,-0.0001900584,0.00019211702,0.0010069287,-0.00037771254,-0.00029548048,-0.0007111665,-0.00046629444,-0.0011209294,-0.00038471026,-0.00035904525,0.00034555633,-0.00017059565,-0.0005494107,0.00038101242,0.00032494194,0.0006185675,0.0005210803,0.0013883351,0.0003781685,-0.007855729,-4.0603558e-05,0.0029426555,-0.00035250583,-0.00029973037,-0.0020857966,-0.0004034086,-0.0018667766,-0.0003452294,-3.3042936e-05,-0.0009394195,0.00019087187,0.00012027013,0.0004880432,0.00028787434,0.00035570434,0.00018821482,0.017803226,0.0005319177,0.000115137416,-0.0020832152,0.0005921751,-0.01598529,0.00056509697,-0.00034792328,-0.0003271224,-0.0006132961,-0.0004792354,-0.001392179,-0.00038224764,-0.00014524822,-0.00030657623,-0.00032161645,-0.0009879424,-0.0003405921,-0.008442022,-0.00063028117,0.0059952172,-0.00062173686,-0.00038765164,-0.0015050767,-0.00050574425,0.003213949,-0.0013927772,-0.00034872215
ADGRL4,0.0012791168,0.00018362969,-5.6761404e-05,-5.004969e-05,-4.2843898e-05,0.00068962853,0.00012493486,-0.00083225255,4.7657184e-05,9.519153e-05,-0.0029785193,9.361692e-05,0.003884275,4.225258e-05,-6.999568e-05,-3.04622e-05,-4.5526e-05,-1.8145362e-05,0.00019605865,4.8087815e-05,0.00025022335,2.2634296e-05,7.684562e-05,0.0011363412,3.7997008e-05,-0.0010019479,3.990654e-06,-0.00032240298,0.00029395282,-0.00031839707,-0.00034776432,-0.00018377676,0.0014902554,0.00031957444,0.00018267182,0.00030420333,0.0003232656,0.0018830438,0.00031657168,-0.00025335557,0.00030429676,0.00022050788,9.410661e-05,-0.001481157,-0.00030039655,-0.00021536858,-0.0008251021,-0.00031407597,-0.0011087776,-0.000301618,-0.00033077676,-0.0003378512,-0.00015817919,0.0015026127,0.0003259943,0.0001907232,0.00034049142,0.00032835233,0.0018231987,0.00032925315,0.001358081,3.4677562e-06,-0.0009440727,0.00034122486,0.0002968109,0.0003194739,0.00039224784,0.0015345903,0.00033536775,-5.519688e-05,0.00080640387,0.0001729672,0.00015457222,0.0009956036,0.00020360034,-7.782353e-05,0.00016218971,-0.0025396284,-0.0015079576,-0.00090540265,0.0006241086,-0.0015652756,0.0044453894,-0.0015045864,-0.00032952195,-0.0001885482,-0.0003250023,-0.00032937448,-0.0018624037,-0.00032688578,-0.00013874743,0.00016895044,-0.00020223037,-0.0015846469,-0.00019093779,0.0019169608,-0.00024845728,-0.0023567735,-0.00034465693,-0.0003544566,-0.002046601,-0.00032974,-0.0006286801,-0.0018376018,-0.000333207
ADGRV1,0.004942185,-0.00043765173,-0.0009160233,0.0010979328,-0.00095067755,0.0012774969,-0.00074542424,0.02558745,0.00094109494,0.00050201395,0.0008072737,0.0010205576,-0.010166543,0.00095333485,2.680615e-05,3.880697e-05,3.694245e-05,2.9461298e-05,-0.00034625546,-3.3237724e-05,6.7508896e-05,-3.406734e-05,-5.601793e-05,-0.000116838295,-3.760988e-05,0.0006111489,-1.31194065e-05,-5.9999857e-05,7.195536e-05,-9.240846e-05,0.0013472311,-8.238676e-06,-0.0007787536,8.358396e-05,8.1027385e-05,0.0007046802,0.0001021551,-0.0002925489,9.7670614e-05,-6.953385e-05,7.866826e-05,-0.0010158431,6.308969e-05,0.00063887896,-7.5560776e-05,-4.0239072e-05,-0.00054672465,-7.670814e-05,-0.00016293662,-7.639199e-05,-6.503989e-05,0.0013356246,-1.7369817e-05,-0.00076909363,8.449287e-05,7.6227356e-05,0.0006961649,0.000104841885,-0.00025291217,7.0929906e-05,-0.0134705845,0.00027137712,0.0020829549,-0.0013504631,-0.000963419,-0.0028395536,-0.0014276276,-0.005821398,-0.0013432723,-1.4834552e-05,-0.00027300772,1.3119667e-05,-1.3331769e-05,0.0001732617,1.1725883e-05,0.00044896023,1.8332274e-05,0.027629253,0.0007800849,0.00049913087,0.0011515386,0.000787257,-0.025413727,0.0007624696,-5.3622356e-05,-7.821937e-05,-0.00069665094,-9.771889e-05,0.0002693911,-8.058511e-05,7.275298e-06,-0.00047999702,-6.2310224e-05,0.00035504237,-7.869153e-05,-0.016672844,-0.00074075686,0.0105208345,-0.0006922552,-2.6570598e-05,0.00029735692,-0.00010033696,0.009667368,0.00024230887,-3.4375356e-05
ADH1B,-0.0019503895,8.456767e-05,6.081185e-05,-0.00012429066,7.288092e-05,2.4487397e-05,0.000106904874,-0.0025762278,-6.797153e-05,-1.8117264e-05,7.335594e-05,-7.3588286e-05,0.0007906978,-7.528854e-05,-5.106745e-06,4.7552836e-05,-4.690662e-05,4.844666e-05,-3.9175993e-05,2.2031818e-05,-9.94484e-05,-4.8396687e-05,-2.8274424e-05,-0.00012024199,-6.412285e-05,-0.00011952711,-4.8786485e-05,2.511201e-05,-3.995122e-05,2.131636e-05,-0.00019984903,5.020416e-05,0.00038415907,-2.2925637e-05,1.4769569e-05,5.330458e-05,-1.97818e-06,-0.00017087192,-1.8382234e-05,8.716266e-05,-4.1661813e-05,0.00022327421,-5.781779e-05,-0.00025531492,4.266385e-05,1.1612981e-05,4.4456738e-05,4.4183853e-05,0.0002217614,4.6457008e-05,3.520648e-05,-0.00020737646,4.448315e-05,0.00037549707,-2.6658889e-05,1.131267e-05,4.0107047e-05,-7.0276997e-06,-0.00018367251,-3.4339522e-05,0.00017535998,-0.0001392916,-0.00014274404,0.00020590604,0.00011731536,0.00028864082,0.00024615542,-5.4340617e-05,0.00020722853,4.9196125e-05,5.6877398e-05,-4.7521797e-05,-2.5280577e-05,-0.00012388502,-7.0701775e-05,-0.00016743768,-4.7051406e-05,3.8770995e-06,-0.00038185378,-0.00027702266,8.788677e-05,-0.00040214427,-8.654181e-05,-0.00037191092,3.4185185e-05,-1.2785825e-05,-4.6813384e-05,6.2555655e-06,0.00017920464,2.9012643e-05,-5.4303914e-06,-7.834755e-05,-9.197708e-06,7.967408e-05,-1.1204185e-05,-9.539003e-05,-6.093139e-05,-2.9362747e-05,-3.7022684e-05,2.9487817e-05,0.00017454616,8.933054e-06,-0.00018670053,0.0001855282,4.2319592e-05
