,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
AMBN,-0.00025357137,0.0053902017,0.001363762,-0.00083498465,-0.0038656245,-0.0024563274,-0.0025453295,-0.00016301354,0.0015516831,-0.006434329,-0.0043928116,-0.0036455914,0.0011319733,-0.000719535,-0.00022525978,-0.0037565334,-0.0018302775,-0.0031278774,0.0023815704,0.0013419839,-0.00076765334,-0.0011256082,0.0043120156,0.007971281,0.0028392163,0.0067125694,0.0055677965,-0.0013837821
AMER3,-0.00072847883,0.00088038534,-0.002397623,-0.001353884,0.0008001612,-0.0004655029,-0.0029019024,-0.0038991806,-0.0021968014,-0.0029568495,0.0010865862,0.0029459603,-0.00011305962,-0.0022997945,0.0018776881,-4.105901e-05,0.0012100266,-0.00090233615,0.0026117233,-0.0019888028,0.003204416,0.0021750238,0.0016652938,0.0016723488,-0.0032659362,-0.0038509313,0.0014306664,-0.0019048167
ANGPT1,0.00077982276,0.0008739417,0.001155298,0.003693735,0.0030615823,0.0012324002,0.0050090523,0.0017410438,-0.0014715545,-0.0037587837,0.005364575,0.0013385316,0.005368435,-0.0020787865,-0.0020443874,0.001550551,-0.00056495884,0.0042278874,-0.00832522,-0.00062725705,0.002029692,-0.0004071513,-0.0030724234,-0.001986194,-0.0019514865,-0.003241802,-0.00032371533,0.007896479
ANK2,0.004782977,-0.0011781517,0.008004345,0.017402248,-0.0028607002,-0.0030205126,0.023053847,-0.0043198634,-0.00047501095,0.004001728,0.004010033,0.0011408278,0.0029887822,0.0015322088,-0.01039302,0.001127867,0.00015948352,0.0049109873,-0.040411,0.0083729,-0.0024954646,-0.004222722,-0.0017161182,-0.00326718,-0.0040655034,0.0027849334,-0.0028998507,0.03438794
ANK3,-0.0011404532,0.0026164572,0.0074166595,0.015880318,-0.0017858323,-0.0016934789,0.01548285,-0.0022806744,0.0008257884,-8.479199e-05,0.0071971775,-0.0003601891,0.004432854,0.002383994,-0.005896393,0.0015714711,-0.0014896892,0.0062614772,-0.028028639,0.006207331,-0.00039671833,-0.0012037084,-0.0024505814,-0.0030692418,-0.0033507035,0.0033085889,-0.0008200797,0.031002922
ANKH,-0.0018358519,-0.00016817669,0.0007611936,0.006441277,0.0015899747,-0.0022265106,0.005231729,0.0009681303,0.0011354374,-0.0006508758,0.0007884129,0.0024610867,0.0015185127,-0.0013422464,7.5934884e-05,0.0014995165,-0.0011313513,0.0018165985,-0.0087035755,-0.0016268383,0.0023282846,0.0006392589,-0.00014181754,0.0004048898,-0.00015585641,-0.0012448241,-0.0005107314,0.011976021
ANKRD1,-0.014395544,0.021589773,-0.0030319388,-0.006135912,-0.008192586,-0.0066228393,-0.024852596,0.012113149,-0.012671032,-0.03731343,-0.008275618,-0.0031333552,0.015801907,0.007086744,-0.007918563,0.0006369898,0.00683519,0.0062201796,0.02810142,0.0134496195,0.011706398,-0.0069562057,0.005035325,-0.005096865,0.004194998,-0.00023271031,-0.0027526105,-0.0228261
ANKRD20A1,-0.00088757125,-0.00047905793,-0.0004964796,0.00074789155,-0.00014498881,-0.0015663783,0.00011567158,0.0001327747,0.0006073132,0.0022054783,0.0003661951,-0.0010482605,0.00085628394,-0.0013450773,0.0012665244,0.00062715483,-0.0013213258,0.0013513338,0.0008141891,-0.0014170008,-0.00020767622,0.0020100225,-0.0011456994,0.0012980219,-0.00074545405,-0.00045487896,-0.0002856908,0.0025257072
ANKRD20A5P,-3.465332e-05,0.0002205856,-0.0012620674,-0.00094356685,-0.0009810624,0.00062212587,-0.001269011,-0.0020054637,-0.0013323526,-0.0010251824,-0.0015911494,0.0013384052,0.00018794648,0.000105484905,0.0007078723,-0.0008707011,0.0020191316,0.00020120309,-0.00029984585,0.0007880678,0.0014738119,0.00013172017,-0.0015340049,0.00046762073,0.0025779638,-0.00079195143,0.0010527492,-0.00041245014
ANKRD6,-0.0036284912,0.0026905474,0.0039917575,0.008123188,-0.0032928633,-0.0003466189,0.0027589935,0.0012995579,0.0024432305,-0.004029324,-0.005556421,0.002376186,0.0027807122,-0.000100456884,-0.006975179,0.0027314941,0.0006639308,0.002487942,-0.011600124,0.001393235,0.0027567192,-8.607549e-05,0.0033700056,-8.406117e-05,0.004721025,-0.0022585543,-0.0023017852,0.011937317
ANKRD62,0.0012265858,0.0007603176,-0.0011040466,-0.0014559507,0.0016091682,0.0013498907,0.00022641706,0.0001126866,-0.0016878678,-0.00060890976,0.00032370284,0.0023307612,0.00084410986,-0.0030224125,-0.0011551211,0.000116171635,0.00082337257,0.0007875138,0.00068773655,-0.0016772968,0.00016780787,0.0014952822,0.0006442596,0.0019702977,-0.0055587,-0.0028132605,0.002382435,-0.0005974154
ANKRD62P1-PARP4P3,-0.00045777703,0.0010938738,-0.00017807292,0.0004465124,-0.0004302569,-0.0010278256,-0.00014827815,-0.00025723857,-0.0012239477,-0.0027050825,0.0013197891,-0.0007112882,0.00012622395,0.00071110023,0.001788492,0.0007981872,-0.0013861702,0.0013602747,0.0008585321,0.00066944165,0.00066869584,0.000998151,-0.0014515579,-0.0022739447,0.0024290357,0.0013707062,-0.00042281594,-0.00055691553
ANKS1B,-0.0018423881,-0.0021263645,0.0030730208,0.016112808,0.002021719,-0.0019068539,0.014336536,-0.0015563903,-0.0001413419,0.002034694,0.005084487,-0.00065367983,0.0019214452,-0.0020932532,-0.003307679,0.0016547001,-0.00050908205,0.0043657483,-0.02551052,0.0019291849,0.002874664,0.0026186942,-0.0024399913,-0.0018294888,-0.0021265335,-0.00067619956,0.0006744522,0.031179082
ANKUB1,0.00020879737,-0.0003414283,-0.0006820952,-0.001001597,0.00046905878,0.0013631211,-4.6184996e-06,-0.00053530524,-0.00016695421,0.0013085147,-0.0011073416,0.0012082972,0.0033776066,-0.00031908735,0.00038221476,2.5696034e-05,0.0011070584,0.00087958004,0.00022121848,5.225115e-05,0.00045546782,-0.0009775874,-0.0010073237,0.00014106628,0.0022163908,-0.0016053084,0.00020531326,0.0017483389
ANO2,-0.0012311627,0.0002675574,0.0011012303,0.0053288694,0.00055240537,-0.0014130718,0.0047394466,-0.00025199616,-0.0010560693,0.00081310805,-0.002612502,-0.0031339172,0.0022425037,-0.001265668,-0.0026371968,0.0018587107,-0.0016039321,0.0037547573,-0.009564729,0.0016681209,0.0011278094,-0.00020785505,0.0026522207,4.8922997e-05,-0.0002856502,0.0010524513,-0.00096437224,0.0124569945
ANO3,-0.00046992218,0.00112133,-0.0006351931,0.00025318275,-0.00076578354,0.0013122769,0.0005073191,0.009961749,-0.0029926808,-0.0028005196,0.0069235847,-0.00040814595,0.011707314,-0.0022236775,0.0008969606,-0.0017587657,0.0019556882,0.0014764082,-0.0016091608,-0.003248089,-0.0029491952,-0.0038621319,-5.830969e-05,-0.00034702427,-0.006810733,-0.0028285806,-0.003090332,0.00021613411
ANO4,0.0023375242,-0.0031013645,0.005369332,0.012453666,0.0009571667,0.0014495213,0.016378246,-0.000695935,-0.0024239179,0.005611987,0.0067881923,-0.0009091838,-0.0021281855,-0.0012746492,-0.009519754,0.0022745582,0.002424945,0.006577091,-0.023746775,0.0016288138,-0.0032632605,-0.0040835426,-0.0025281084,-0.0027739035,-0.0038509066,-0.0017632447,0.0033545953,0.026464317
ANO5,-0.0003722105,-0.00038967945,0.0024073415,0.0058192504,0.0030082238,0.00064014184,0.0080822995,-0.00023192748,-0.00083695754,0.0016498877,0.0031711115,-0.0014781952,0.0004657575,0.00020219175,-0.004011153,0.0019852754,2.8290351e-05,0.0065074144,-0.011752791,0.002277257,-0.0014460299,-0.0033568605,-0.0021051422,-0.003483375,-0.0021199246,-0.0010537354,0.0022628396,0.019623892
ANOS1,0.0037428932,0.002590148,0.00450069,0.0070127985,-0.0026523839,-0.0015554314,0.011844165,-0.0012508237,0.0027895775,-0.00017765602,0.0042845528,0.0009686881,0.004719911,0.0009981389,-0.0038033868,0.0023606538,-0.0015498358,-0.0009804979,-0.019589731,0.006538566,0.0003432826,9.790485e-05,-0.00075880124,-0.0034019742,0.00043606848,0.0033177396,-0.0045034564,0.018467037
ANP32C,-0.00092883455,0.00044671746,0.0012224006,0.0011260991,0.0022981004,-0.00080980675,0.00070518063,0.00025436512,0.0012238673,0.0015932875,0.002549063,-0.00017939458,0.0011508507,-0.0014420173,0.0004470937,0.0005830089,2.6004269e-05,0.00035395246,-0.00023949187,-0.0015901049,0.0006033158,0.0024483295,6.0369184e-05,0.0004334233,-0.0021188348,-0.0014341796,0.0010054866,0.0027836435
ANTXR1,-0.00050253444,0.0038459299,0.0033676184,0.006048138,8.374452e-05,0.0002100124,0.0057612252,0.0041586165,-0.00065598614,-0.008423939,0.004823988,-5.4735316e-05,0.0050755334,0.00045781294,-0.0050581936,0.005000456,-0.0007586109,0.003394938,-0.0126508735,0.003195012,-0.0012351922,-0.00088303466,0.0015847877,-0.0059848386,0.00050801673,-0.0008026963,-0.003626623,0.015351576
ANXA1,-0.009327647,0.0134561425,-0.0003496608,-0.0024775164,-0.004980445,-0.0030753838,-0.012162164,0.008858953,-0.0034691012,-0.028131109,-0.004743336,-0.0033531745,0.011416817,0.008923028,-0.0014148473,-0.0053855623,0.0046142144,-0.0011465505,0.0121781,0.009584778,0.009833684,-0.0045850077,-0.00078438455,-0.0018980438,0.0023741669,0.0022132108,-0.00043095014,-0.015885623
ANXA13,0.0011909693,-4.956193e-05,0.001061651,0.0015493034,-0.0008272223,-0.0014531047,0.0025176385,0.0013723855,0.0021419807,0.0014351471,0.0005095862,-0.0007747383,0.00047881034,-0.0010522666,0.00016064013,0.00054468255,-0.0015582594,-0.000589494,-0.0023811555,-0.0017585676,3.197904e-05,8.620305e-05,0.00017953008,0.0005864836,-0.0022227033,-0.0003336071,-0.0008639518,0.0012929431
ANXA2,-0.0037679472,0.014782049,-0.0006008518,-0.003114344,-0.0066197547,-0.0038298548,-0.0069468324,-0.005551222,-0.004060041,-0.023359643,-0.0007763538,0.0020905936,0.004930264,0.001682713,-0.0027542077,0.0003885537,0.0012890816,-0.0021085036,0.01119315,0.012026313,0.004602229,0.002109743,-0.001572029,-0.0019334713,-0.0022857995,0.00047810332,-0.00037068973,-0.009375662
AP1B1P1,-0.0021205924,5.69354e-06,0.00064034434,0.0018625922,-0.001038172,-0.0011837296,-0.0008321652,0.0012754267,0.0011552868,0.0020458645,0.00030215408,-0.0007990526,0.0015611612,6.563953e-05,-0.000600046,7.762708e-05,-0.00028604438,0.0004060585,-0.0011837538,-0.00013300305,-0.00036288402,-0.00033959834,3.7476973e-05,-0.00075231586,0.0012318563,0.0002522364,-0.0007016464,0.0007378186
APBA1,-0.00055863784,0.0038939668,0.004996701,0.006604454,0.0006912004,-0.00443318,0.0069545265,0.004013872,0.005295445,-0.000564586,0.005968733,-0.0028710552,-0.00045897844,0.00047194984,-0.0027878725,0.0025037024,-0.0026487743,-0.00016451094,-0.011659645,-0.005447487,0.0007748541,0.0014489527,0.0043824725,-0.000998343,-0.0048558214,0.0016676886,-0.00092194905,0.015523652
APLNR,-0.011257253,0.006676484,-0.001037994,0.004441382,-0.0024275838,-0.0024410856,-0.011579968,0.0106067285,-0.011844703,-0.010977606,-0.0014170117,-0.008230599,0.0040996023,0.0022878186,-0.012568605,5.1670577e-05,0.0060278387,0.013682277,0.016915035,0.0070590116,-0.0019272927,-0.0108463075,-0.0028944516,0.00026734266,-0.002544194,0.0015407605,0.008024704,-0.0071019004
APOD,-0.0001514977,0.002867653,5.2966054e-05,0.0007256051,-0.0025275177,-0.0020513774,0.0007880749,0.0010330251,-0.0015458764,-0.0073880046,-0.0028474224,-0.0020279712,-7.350973e-05,-0.00053691963,0.0014865419,0.001133296,-0.00044435004,0.0009930591,0.0017767067,0.0023348036,0.0025981893,0.0003585789,-0.00084822223,-0.0010924152,0.0006422986,-0.0017140415,-0.0004891338,0.0007924911
APOL3,2.5125662e-06,-0.0018047388,-0.0013931157,-0.0013274566,0.0018841489,0.0009793817,-0.0018659739,-5.0976138e-05,-8.5680615e-05,0.0014320136,0.0010239122,-0.0011160299,-0.0032558239,0.000993979,0.00087627285,-0.0006015785,-0.00014596974,-0.0009776644,0.0014386234,-0.0015610353,-0.0011555544,0.00076973985,0.00036162138,0.000377174,0.0003655328,0.0020960055,0.0010508382,-0.002313333
AQP1,0.0011389992,0.0028207663,0.0026088862,-0.0010755516,0.001051354,-0.0012313795,0.00019397862,0.0057620998,0.005337453,-0.0024829304,-0.00012538473,-0.0036193493,-0.0051578474,0.0032952751,-0.0017796443,0.00039306242,-0.0016921862,-0.003420641,0.00067152304,0.00037016015,-0.00154232,0.0029963239,0.0018661057,-0.0032568765,0.00029769543,0.0023210214,-0.0024374197,0.002067934
AR,-0.010228444,0.0044823503,0.003176623,0.011283911,8.179791e-05,-0.0035150268,0.00796997,0.00013747302,0.0020297342,-0.010129949,0.0037033209,-0.0022748949,0.007247351,0.00011395612,0.0030075063,0.0043718056,-0.0058771307,0.0072405376,-0.013839028,0.0067567504,0.004077777,-0.0031342271,-0.0018973696,-0.00528795,0.0003969425,0.00125444,-0.002595144,0.030443437
ARAP1,0.0016237006,0.00026924652,0.0020729566,0.005177888,-0.0018279869,0.00014420161,0.006248559,-0.0023602943,-0.0011864149,-0.0016304285,-0.00047749738,-0.00054269884,0.0009322289,0.0010987946,-0.0037042364,0.00078247447,0.0012144031,-0.0004331751,-0.009913988,0.0028530676,-0.0013100742,0.0005742555,0.00034816892,-0.0034363063,0.0019917493,0.00058441755,-0.0027679447,0.008163041
ARC,0.00018218406,-0.0013364783,-0.0009123788,-0.00017338489,0.0020360628,0.0028663166,-2.5712026e-05,-0.0032648665,-0.0013336889,0.00065952743,-0.00028405697,0.0022221997,-0.00010491227,0.00025123643,-0.00051192957,-0.0010464505,0.0032168708,-0.00065582554,-0.0010167381,-0.0007306333,0.0014152789,0.00034109165,-0.001133838,-0.00025397388,0.0012989093,-0.001713498,0.0016951722,-0.0008291268
AREG,0.0003724152,-0.0011963802,0.00019399817,0.0018150553,-0.0008965548,0.0007672224,0.00048720528,-0.0014347179,-0.0023002438,-0.0014090971,-0.00036667354,0.0018593963,-0.00092719746,0.0010006187,-0.0024500706,-0.0018105898,0.0030257169,-0.00043092272,-0.0020651205,0.00043845313,-0.00021581222,-0.0018108605,-0.0002166416,0.0017603745,0.0012072371,5.5561895e-06,0.000616335,-0.0024616471
ARHGAP10,-0.0063756006,0.0049041677,0.0005895849,0.0068962765,-0.000382912,-0.0044184215,0.00043760013,0.013432663,0.0036319664,-0.0077607194,0.0015421886,-0.0038629512,0.013908546,0.0009482841,0.0007992349,0.0036155784,-0.0027098092,0.0027640273,-0.0055357134,0.0057777376,-0.00010505819,-0.0014582486,0.0009820136,-0.004958174,0.000929885,0.0011118404,-0.0055904053,0.007854428
ARHGAP20,0.0012620017,0.0017678572,0.0010893269,0.00022933372,0.00031381092,-0.0004190424,0.002364967,-0.00029071575,0.0013711483,0.00013304946,0.0021067027,-0.0006312733,0.0031466975,1.2365659e-05,0.00031236105,0.00059017696,-0.0018136636,0.0007703488,-0.001982198,-0.00053056946,1.837431e-05,-0.0011499315,-0.0002530675,-0.000842523,0.00047031115,0.000470921,-0.0007582554,0.0024951955
ARHGAP25,9.604929e-05,0.0019215011,0.0019444559,0.0037997982,0.0007948349,0.0013116297,0.004310566,0.0026861862,0.0010826159,-0.0018993864,-0.0012477958,0.0017235263,0.00014863408,-0.00013270353,-0.0034816102,0.0006966416,0.0020415967,0.0008136183,-0.004329369,0.0008389365,0.0007077979,-0.000817248,-0.0012591247,-0.0006566914,0.0015985179,-0.0032232385,-2.4232615e-05,0.0074725607
ARHGAP26,-0.00087710534,-0.001568497,0.0018142847,0.011581016,0.0018566368,-0.00026156145,0.012059116,-0.0032254055,-0.0011431309,0.0027986777,0.0072650206,0.0018628477,0.002632051,-6.514821e-05,-0.0029393057,-0.00055494613,0.00081275107,0.0004983193,-0.02345456,0.002727882,0.005276002,-0.00056973775,-0.00022831644,-9.831143e-05,-0.006156031,0.0025815158,-0.0023958886,0.027678948
ARHGAP28,-0.008108482,0.0051165908,0.000419062,0.0032952244,-0.0024950576,0.0026654722,-0.005786936,0.013775007,-0.002298983,-0.011317842,-0.003111481,-0.0024599598,0.016417876,0.0017838947,-0.004898009,-0.003214897,0.005176097,0.01041463,-0.0016742097,0.0033327674,0.0015145268,-0.0056456844,0.00015868699,-0.0027323063,-0.008090967,-0.00445483,-0.0010794989,0.0032108084
ARHGAP31-AS1,0.0019963402,9.670014e-05,0.00014283629,-0.0018867402,0.0008071769,0.00095986965,0.0004049939,-0.0038737538,-0.001121833,-0.002055225,-0.0016693326,0.0023386166,0.0018574469,-0.002523678,-0.00038905567,0.00094527827,-0.00037734254,0.0012032837,0.00063155324,0.00027820407,-0.00025314424,0.0014769491,-0.001778552,0.0022126734,0.0006923959,-0.0020314513,-0.00025350947,0.00056020886
ARHGAP36,0.00093448075,0.0022775508,-0.0006555681,-0.0023343856,-0.0011461368,-0.002091686,-4.03622e-05,0.0049239434,0.0023822524,0.00022497354,-0.0041363025,-0.0036402445,0.0031909887,-0.0021044824,0.0016092907,0.0011972066,-0.0037752518,3.637805e-06,0.0013527737,-0.0005344487,-0.000595942,-0.0009116244,0.00036888785,0.0022528605,-0.0032494857,0.00022596732,-0.0018136568,0.00027653622
ARHGAP39,-0.0009729899,0.001950638,0.0026216274,0.008498825,-0.0023589446,-0.0022707025,0.0071493466,-0.0009762166,0.0004512137,-0.0005551405,-0.0016803257,-0.003175391,0.0039932136,-0.001059162,-0.004354597,0.0018393483,-0.0010514676,0.0015628157,-0.015027468,0.0027000746,0.0014387727,-0.0009588423,-0.0016354563,0.0011653699,-0.00052314013,0.0014655029,-0.00041057766,0.0148258675
ARHGAP42,0.001690915,0.0014221183,0.004057583,0.012650313,0.003262012,-0.0012505067,0.016060287,0.0039006635,5.310881e-05,-0.00275802,0.0068992316,-0.00279922,0.00560407,-0.0018430391,-0.0057198782,0.0026000123,-0.0005493282,0.0061821146,-0.027164165,0.0019570487,0.0036735893,-0.0023870121,-0.0035088987,-0.0030697659,-0.0014808065,-0.0018189427,-0.00029911517,0.029174767
ARHGAP6,-0.0016987483,0.004112038,0.0012281056,0.002393787,-0.00033196766,0.0016452336,0.0019161139,0.010039926,-0.0006675187,-0.0074667535,0.0023621346,-9.820289e-05,0.009003554,-0.002168755,-0.0013249886,-0.0012816467,0.0030910603,0.00093440845,-0.0049647777,-0.0009315948,0.0017363899,-0.0022832304,-0.0027680856,-0.0015716373,-0.004376479,-0.004139668,-0.0035945084,0.0058095083
ARHGEF15,7.292364e-05,0.0006257877,0.0009991428,0.0006061045,-0.00072097447,-0.0005746291,0.0017171446,-0.00097002165,-0.0009483528,-0.0005527501,0.001172696,0.00043697437,0.0010997351,0.00019100825,-0.0003478565,-0.00012276779,-2.6784704e-05,0.0018637233,0.000118822914,-0.0003545686,7.967003e-05,-0.0017650351,-0.0012926753,0.0005386932,0.000101882135,0.0010534821,-8.8200104e-05,0.0011517833
ARHGEF3,-9.383435e-05,-5.810631e-05,0.0013834226,0.0061954153,0.0010378427,-0.00020707813,0.005866868,0.00016515849,7.5650514e-06,-0.0016463815,0.0023315188,0.0032122724,0.0026979607,-0.002882504,-0.0030300217,0.0019219103,-0.0009303322,0.0015360716,-0.01161536,0.0011293518,0.001298801,-0.00038758284,-0.0011262373,-0.00043594738,-0.0033014263,0.00048332126,-0.0054265615,0.013911538
ARL13A,0.0011596397,-0.00077579287,-2.9669192e-05,-0.00025705324,0.0011679791,0.0010873282,0.0017149985,-0.0025682354,-0.0007843344,0.00064530876,-0.0011343773,0.00068152143,0.0011237449,-0.0017571711,-0.0001379822,-0.0001397109,0.00082361675,0.0009740264,-0.00036286336,-0.0014179487,-0.0003965574,0.00053679605,-0.0009898416,0.001481977,-0.0020429383,-0.0023863048,0.00072097016,0.003222395
ARL15,0.0018557142,0.0027283856,0.006413665,0.01553231,-0.0033060987,-0.00215487,0.018880067,0.0035916881,4.1335545e-05,-0.0062577478,0.0025112925,0.0013489262,0.001958383,0.0028104684,-0.00908789,0.0012500237,0.0012086773,0.006826044,-0.029769134,0.005642136,0.0025758771,-0.0013906729,0.001012131,-0.0034291325,-0.0021825987,-0.0015884102,-0.00474572,0.034144018
ARL5C,0.00061124715,-0.002509091,-0.0010040133,-0.0009619576,0.0018709454,0.0009111204,-0.0006629094,0.00015474265,0.0011068833,0.0033044226,0.001550307,-0.0010630846,-0.0018227504,0.00020595496,0.0024769015,0.000828939,-0.00175315,-0.00059622,0.0012318585,9.2313305e-05,0.00016910487,0.0017003035,0.000863043,-0.0005214298,0.0007005017,0.0010574611,0.0010453261,-0.0007573831
ARMCX5-GPRASP2,-0.0025394734,0.00030202733,0.0020694744,0.007843362,-0.0021816695,-0.0013314544,0.0042257826,0.0005328756,-0.0018003369,0.0019817401,-0.0009733875,-0.0027547935,3.422974e-05,-0.00069217774,-0.0075256284,0.00053435087,0.002365872,0.0033708299,-0.010836197,0.0039356155,-0.002625175,-0.0038907584,-0.0010617077,0.0017330104,0.00031191463,0.0012535491,0.0021709069,0.011004265
ARPP21,-0.003161347,-0.00048596808,-0.0016446831,0.0009335548,0.0026381381,0.0014405327,-0.0032362614,-0.0023860584,-0.0035030849,-0.004892859,0.0046973173,0.0017467132,0.0016322416,0.0021290088,0.00271757,0.00019841472,0.00043889685,0.0012660723,0.0034850272,0.0025122992,0.0022670028,-0.0006337182,-0.00080782745,-0.003443782,0.0021860867,0.0014505761,6.141553e-05,-0.0026929756
ARSH,-0.0021219894,-0.00037216823,-5.1558625e-05,0.0016206084,-0.0011772497,-0.00012783096,-0.0018661373,-0.0017151994,7.413674e-05,-0.0008991509,0.00076108205,-0.00031958285,-0.0024789167,0.0019005518,0.0009328748,8.332442e-05,-0.0006849676,-0.0016570959,-2.468384e-05,0.00072728447,-0.0005078497,0.00016644858,0.0017722882,-0.0006327939,0.001054668,0.0021705006,-0.0007537649,-0.002346392
ART4,-0.0021962232,0.0013877928,0.0010915124,0.0022775254,-0.00021261409,-0.00072964793,-0.00011945183,-0.0005689671,0.0008410594,-0.0014256076,0.002832232,-0.0012517322,0.00058528734,0.00035815703,-0.00050913414,0.0012661297,-0.0017300752,0.00021613433,-0.003890688,-0.0001475402,-0.0003640712,0.00042137044,0.0009927164,-0.0016995773,-0.0013996724,0.0008964684,-0.0007265814,0.002247177
ASAP1-IT2,-0.0029758841,0.0018160512,-5.218658e-05,0.0028938388,0.0016648748,-9.086002e-05,0.00014474057,0.0015466023,-0.00018271981,-0.0040509594,0.0013322289,-0.0018212707,0.00051273004,-0.00081477,0.0015615684,0.0012497416,-0.0019225177,0.0026264915,-0.0023879292,0.00011188299,0.0010952192,0.0022442003,-0.001312154,-0.0006694452,-0.0006019314,-0.00063289475,0.00032769004,0.007421544
ASB10,-9.714432e-05,0.0025145807,0.00053573184,-0.0001708307,-0.00043660542,0.00023992849,-0.00041266563,-0.00034422503,-0.000655185,-0.0019060449,0.0004982615,0.0012204947,0.0029106236,0.00063663535,-0.00077820633,-0.0006190502,0.0014967924,-0.0005671212,-0.00078818906,0.0007868955,0.0010591148,-0.0008224318,-0.00010810264,-0.0015238208,-0.00015903464,-0.0004671768,0.00074080465,-0.0024904956
ASB9P1,0.0017373607,-0.0007554256,-0.00050204754,-0.0014921277,0.0015396448,7.214089e-05,0.0015487858,0.00039244042,-0.00015035455,0.0019299526,-4.1576364e-05,-0.00038203291,0.0011902129,-0.0012035376,-0.0003175647,0.00072014245,-0.0005435384,0.0008527677,-0.00056100567,-0.0011973325,-0.0009771817,-0.0017615062,-2.2474433e-05,3.64909e-05,-0.0028404435,-0.0012125,-0.0006182492,0.0013280133
