,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
EPB41L3,0.0004190734,0.005800073,-0.002706475,5.8710313e-05,0.004321505,0.0013018654,-0.001812346,-0.0017990633,0.0023384911,0.0008068031,0.0035852033,0.00020470178,0.0032447437,-0.0013105016,0.009983327,0.0010980698,-0.0025411528,-0.0006402515,0.0012018227,-0.0006066949,-0.0067985957,0.0007761966,-0.0017455785,-0.0011822777,0.002530999,-0.0013418078,0.0039614225,0.004305388,-0.0026682422,0.0042011794,0.0019495599,-0.0045257956,0.00033977127,-0.0015311764,-0.0055651525,-0.0029928088
EPB41L4A,-0.0019303554,0.0031252517,-0.0049722395,-0.00613504,0.0038061803,0.0018413524,-0.0013249741,-0.004368709,0.0012499491,-0.003304222,0.0023461385,0.002586597,0.00904688,-0.0010692694,0.0071012685,-2.8758108e-05,0.0030694515,-0.0035298273,-0.0053386143,-0.0018622908,-0.010596033,0.0017020596,0.0024564764,0.002433887,-0.0030660562,-0.0060049654,-0.00065041083,0.004229696,0.0011567471,0.0028748051,0.0075033456,-0.0082684,-0.002315307,0.0017203941,0.0037222074,-0.0041556847
EPHA3,-0.0043995627,-0.0008212515,4.5350975e-05,0.0006496724,0.0027250238,-0.004179233,-1.0978134e-05,-0.0026064331,-0.0026957477,-0.0015321997,-0.0031632287,0.0018558799,0.001781831,-0.007895286,0.008309296,-0.002178876,-0.003447672,-0.00966821,-0.0046562557,0.0033534197,-0.0069855987,-0.0036792282,-0.0021823952,-0.0010440275,0.0010020821,0.00044899812,0.0062037925,0.012056187,-0.008348495,0.017109083,-0.0065902243,-0.0034522193,0.00023240426,0.0027141597,-0.0059891096,0.003144308
EPHA4,-0.0013907565,0.0068738414,-0.0075928345,-0.0028091066,0.0079530375,0.0037679053,-0.0028401362,-0.006732692,-0.0012280907,-0.0019718772,-0.005183327,-0.00036326068,0.005512233,-0.00082579633,0.008965658,0.0024809884,-0.003168064,3.951243e-05,-0.0043955757,-0.0041386327,-0.009889253,0.00053684996,0.002284947,-0.001918679,-0.00341014,-0.0018744204,0.0075913654,0.009872562,-0.0028654751,0.012208907,0.0063000345,-0.0061433073,0.002204766,4.4146072e-06,-0.0044295155,-0.008395845
EPHA6,-0.0018789574,0.0026802153,-0.0016710836,0.0008939992,0.0021232031,0.0035795001,-0.0018996174,-0.0058024675,0.00015160065,-0.00054613594,0.0024578955,-0.0021580888,0.006349823,-0.0012876067,0.0060512316,-0.0025923369,-0.00031431517,0.0019796132,-0.0072426326,0.0013597895,-0.00552511,0.0013995992,0.0055192667,0.0002409904,-0.0013662882,-0.002818837,0.002412288,0.003889074,-0.0046596597,0.0012405076,0.012735906,-0.006267267,0.0021328162,-0.00064890285,-0.00092797604,-0.0151182925
EPHA7,-0.0029769386,0.0058927126,-0.007056497,0.00026530956,0.007728709,0.000765296,-0.0036313543,-0.0036131286,-0.00025172302,3.276103e-06,0.0005352078,-0.0010800252,0.007935196,-0.0020761702,0.011799225,0.0022808497,-0.0024320977,0.00097624393,-0.003968201,0.0041341027,-0.009379251,-0.00067166693,0.00026526346,0.004679042,-0.0034590743,0.0015733754,0.005407772,0.010505004,-0.004831999,0.007636924,0.0062234877,-0.002886416,0.00019896174,0.004644664,-0.0030488207,-0.008040462
EPHB1,-0.0011356705,0.008005891,-0.007337892,2.3944927e-05,0.0056124344,0.0047756443,-0.0038560494,-0.006021867,0.0024883323,0.0020964318,-0.0011920842,-0.0023667098,0.0047885417,0.00061042054,0.008608139,0.0026698643,-0.005004444,-0.0007717293,-0.004667918,-0.00014280924,-0.0034192663,0.0026716706,0.0035995708,0.0025135034,0.003043332,0.0006080499,0.0042600646,0.008225457,-0.0018570176,0.009938454,0.00652932,-0.0036031862,-0.0006761569,0.0005177615,0.002741247,-0.0100756055
EPHB3,-0.0017051916,0.00029495047,-0.0014508313,-0.0001695913,0.00035341518,-0.0016968127,-0.0011968222,0.0004557193,0.0020213241,-0.0026568167,0.002144213,3.549626e-05,0.0047652107,-0.00057728024,0.0023191497,0.0015127718,-0.0029642247,-0.00030619145,-0.0017833451,-0.0019209859,-0.004089242,-0.0012726549,-0.001285511,0.002088701,-0.0025579226,0.0034310902,-0.00069055747,0.00057630916,-0.0016801984,0.0020653764,-0.00602285,-0.0009808363,-0.0019241269,-0.00036264467,-0.0025475216,0.0008237083
EPM2A,0.0006621865,0.004042225,-0.0045059808,-0.0009837368,0.0016270925,0.007881415,-0.0058288584,-0.0072006113,-0.0011192512,0.0021548667,0.0010492904,-0.003152884,0.0008571485,0.001659839,0.008865108,-2.1687089e-05,-0.0040187053,-0.00090967666,-0.006720388,0.0031950274,-0.0031502976,0.0028868455,-0.0012261485,-0.0012181595,-0.0010794622,0.0015799055,4.354647e-05,0.00055996707,0.00046842257,-0.0028347068,0.008189356,-0.005520184,-0.0018622287,-0.00328437,0.000150766,-0.010951602
ERBB4,-0.004570476,0.00642227,-0.011981628,-0.0021500688,0.0076883947,0.0034262429,-0.004164344,-0.009075988,0.0028708898,-0.0017705057,0.0065045087,0.0010313557,0.01417552,-0.0006216319,0.0008066556,-0.0020930176,-0.004551805,-0.0071226535,-0.010332257,-0.006937576,-0.014964622,0.0006802729,0.003871861,-0.00018873937,0.0016829676,-0.00016966388,0.0025751707,0.0107949935,0.0030885458,0.0100654345,0.007992777,-0.009828017,-0.0011100967,0.0041521722,0.0007342988,-0.009958182
ERC2,0.0011295594,0.00303874,-0.0073520155,0.0012037595,-0.0006991508,0.016479015,-0.006520064,-0.014787371,0.0017420772,-0.0021252062,0.0053863,-0.0055462653,0.0068836263,7.326782e-05,0.007556902,-0.004805528,-0.0033713712,-0.003453008,-0.012189507,-0.0013528856,-0.012492075,-0.0053817197,-0.0002725343,-0.001782062,-0.00078792684,-0.0002418024,-0.00083441084,0.0042926315,0.0010680809,0.0015405898,0.031472314,-0.009511105,0.0033191962,0.004444605,-0.00017408567,-0.036305983
ESPNP,-0.0007343299,-0.0008936201,-0.00088355615,-0.0017850285,-0.0018399912,-0.0002929776,-0.0018619933,-0.0007160011,0.0027602166,-0.0016020763,0.0014033222,-0.00020657282,0.000755447,0.00066727435,-0.0009085883,-0.00039438953,0.0003615091,-0.0006785486,0.0019048904,-0.000430038,0.0020371997,-0.0024171323,0.00072352536,0.002130987,-0.00022671293,0.0017198108,-0.0007463332,-0.0018246896,-0.00061057054,-0.0018188619,-9.91218e-05,0.0005199497,0.0006099822,0.0029068878,-0.001437473,-0.0033450606
ESRG,0.006609881,0.0029848965,-0.0026573795,-0.0023351433,0.008790246,0.0004281308,-0.0033977735,0.0038808049,0.002053793,0.0096913595,0.0022417149,-0.0074367896,0.003653394,-0.0011435819,-0.002257562,-0.0040169647,0.007230095,0.006343326,0.0055814614,-0.0057561323,-0.0019273802,0.0013140611,0.0009656131,0.0014871826,0.0022862628,0.0014801297,-0.006895133,5.8726568e-05,0.005144384,0.0022337297,-0.0011766535,0.008216967,0.0007924982,-0.003717688,-0.0038250794,-0.0013209409
ESRRG,-0.003859376,0.010940963,-0.016360568,0.007375858,0.021575477,-0.008270895,-0.008528103,-0.0021651336,-0.0021041369,-0.0035989818,-0.0030631428,0.0017306573,0.013974346,-0.010767942,0.015294143,-0.00020650547,-0.0076736803,-0.016153783,-0.01566407,-0.0008763157,-0.01370251,0.0035841803,0.005352353,-0.00030944843,-0.006031776,0.008215944,0.010342045,0.028047692,-0.00945598,0.026113275,-0.0015374701,-0.014115061,-0.0025641692,0.002323972,-0.012523337,-0.0043288684
ESYT2,0.0018283752,0.005603742,-0.0061595286,0.00097086024,0.0060233586,0.009601783,-0.0068514845,-0.006932555,0.00014031933,0.0036850518,0.0034955034,-0.0014985828,0.0033199987,-0.0019020287,0.008870396,-0.0032746964,0.004370252,-0.0034701708,-0.005321856,-0.0011505142,-0.008430548,0.0029047749,0.0021209696,-0.00066732906,0.0006830895,0.004860205,-0.001100118,0.006864623,0.0053252554,0.005250716,0.011708227,-0.003022888,-0.0007724109,-0.003916424,-0.0016611917,-0.017092383
ETV6,-0.001690462,0.012542286,-0.0149163,-0.0053178943,0.014903531,0.011848008,-0.009615909,-0.014203104,-0.0032979746,0.0029127025,3.6180856e-05,0.0029398259,0.010307872,-0.001617053,0.01653075,-0.00019191962,-0.0017356038,-0.0040356433,-0.018258868,0.002161063,-0.012358438,-0.00085177185,0.0008290378,-0.004660324,0.0026152455,-0.003344967,0.000336314,0.016250353,-0.0022832898,0.013072236,0.026070883,-0.016056826,-0.00034182056,0.0026291877,0.0016351335,-0.024444323
EVC,-0.0008927337,0.003630013,-0.0037953376,0.00529753,0.0020000285,0.005999917,-0.0036251112,-0.005752782,-0.00083364017,0.0052757775,-0.002210916,-0.001048482,0.002932874,-0.0032636966,0.004558091,0.006719401,-0.0054071317,-0.0022889473,-0.0041446243,-0.0032368563,-0.0066830395,-0.0018714402,-0.0026761952,0.0026339283,5.550052e-05,0.0053975782,0.004924116,0.005320725,-0.00078882364,0.006332371,0.006442487,-0.0056141475,-0.0011471945,-8.1550585e-05,0.0009942821,-0.009577029
EVL,-0.00066448725,0.004186125,-0.0049867076,0.0009111029,0.001677736,0.0050627077,-0.0030042664,-0.0043693217,0.0036431893,0.0011137208,-0.0033173624,-0.0008659723,0.003536889,0.0019682501,0.0069433395,0.00013271364,-0.0018851865,0.00033405877,-0.0053469264,-0.0007215949,-0.010527606,0.003280628,-0.0019089733,0.001047923,0.00089881243,0.0001875719,0.003923288,0.0027254208,-0.0056454344,-0.0007949969,0.013972592,-0.0076776207,0.0038951803,0.002864637,0.00024486578,-0.012293116
EXT1,0.0021228543,0.0026972312,-0.0077243806,-0.00094641966,0.009242459,0.014305255,-0.0077986745,-0.008601416,-0.0034656709,0.008113354,-0.00065210066,-0.0018465925,0.0065867193,-0.0010652902,0.010671987,-0.0040552807,-0.0069802655,-0.0033554246,-0.012527678,0.0013529874,-0.011128791,-0.00042585356,0.0020126542,0.0019107912,0.002519688,-0.0007675884,0.0029904954,0.014410591,0.00027459787,0.014544337,0.02295382,-0.011631812,-0.0009093132,0.001972083,-0.006141827,-0.025906969
EYA1,-0.0038454134,0.0065664942,-0.006147308,0.00034702392,0.006737373,0.0029861683,-0.0038646816,-0.00776796,-0.0009330213,0.0019918017,0.00208841,-0.00224719,0.006702651,0.0026027749,0.011392363,0.00053320243,0.00029275793,-0.0030167003,-0.011182349,0.0011285284,-0.0056989994,-0.0026482341,-0.0018061529,0.00038812592,-0.0013744856,0.0044071856,0.007830957,0.009580615,-0.002476119,0.009790865,0.0060843797,-0.007919374,-0.004849236,-0.0005138793,7.819724e-05,-0.007900274
EYS,-0.0016622605,0.0028716174,-0.0037926724,-0.0041325516,0.004485295,0.0034474926,-0.0058983644,-0.005435321,-0.0059634736,0.0020212373,-0.0006180799,0.00060701894,0.001716704,-0.00072899903,0.0085433,0.00087198085,-0.0010224006,-0.0006366508,-0.008650757,-0.0022554009,0.00084688695,-0.0032972847,-0.0031668392,0.0036614847,0.00024031133,-0.007091656,5.6676054e-05,0.005729822,0.0004546203,0.003229556,0.009116596,-0.0014513704,-0.005701334,0.0014581429,-0.0057647284,-0.007829597
FAAH2,-0.0007442281,0.002558773,-0.0054954616,-0.0011158247,0.004684758,0.010008798,-0.0032526832,-0.011891816,0.0026636594,0.0053578666,-0.0044647134,0.0022077167,0.005163957,-0.0089067295,0.011091536,0.0006092935,-0.0057603517,0.0017892517,-0.0069383,-0.00101009,-0.010670372,-0.004697619,-0.002187604,-0.00070167746,0.0036282695,-0.0036271894,0.0018257729,0.002572471,-0.0005524235,0.0028798955,0.017748773,-0.00717309,-0.0022961586,0.00010068616,0.002370683,-0.025532622
FAM110B,-0.0020115934,0.0023310734,-0.0037674815,0.0028098207,0.0030546482,0.0046452056,-0.005404987,-0.0050635384,0.00041610232,0.0005435351,-0.0012473055,-0.0027565944,0.0024996726,0.0007962146,0.003283684,0.0012885504,-0.0024590963,-0.0018389572,-0.00621216,0.00219514,-0.003164349,-0.0036594851,-0.0003538151,0.0072437855,-0.004682113,0.0047078975,0.0055556335,0.006898643,-0.0058108643,0.003745612,0.008064526,-0.0068866755,0.002599086,0.00074899424,-0.0024358383,-0.007859541
FAM110D,-0.0001945024,0.001272781,0.00017237585,0.001144907,0.0026063398,-0.002048841,-0.0016682427,0.0023036355,-0.002222216,-9.6544245e-06,-0.0017653515,0.0009431016,0.0011285797,-0.001999254,0.0029904896,-0.001083448,0.0019041952,-0.002766835,-0.00064970757,0.001186025,-0.0015043746,0.00019145933,0.0006329122,-0.000865688,-0.0015252132,-0.0007009374,0.003283572,0.006323166,-0.003894015,0.0071107643,-0.0026261127,-0.002336713,0.0019403758,0.00044584644,-0.003696019,0.0031922539
FAM117A,0.0016034532,0.0019020593,-0.0037720425,-0.0002834304,0.006162264,0.0046129036,-0.0030120113,-0.006160379,0.0033011802,0.004910009,0.0009623535,0.0017880524,0.0004389274,-0.007466267,0.0027163988,0.003980699,-0.002219189,0.00042876077,-0.0021679709,-0.0043738536,-0.009368008,-0.0032599254,-0.005100653,-0.004775673,0.00065334496,-0.0038567998,0.00017838471,0.00018354725,0.0021906863,0.0033617006,0.0051232083,-0.00012611359,0.0020480277,-0.000808676,-0.0025022388,-0.011407923
FAM135B,-0.00037310028,0.0044908407,-0.0023221965,0.0015602353,0.0047020772,0.0032669506,-0.003038785,-0.0012901253,0.00080939016,0.0019432331,-0.0019556247,0.0011597538,0.0042293062,0.0016558882,0.0009801441,0.0007401216,-0.0004932961,0.004349218,-0.00093388965,0.0020476955,-0.0014667739,-0.0012079219,-0.0009081077,0.0031335244,0.0014171527,0.005133421,-0.0003534519,0.007765145,0.0007331186,0.0019897814,0.0028725963,-0.003078295,-0.00043671092,-0.0005264744,0.00055419485,-0.0026198428
FAM13A,-0.0035127923,0.008708768,-0.009344448,-0.0029525224,0.00685577,0.0052382518,-0.002366005,-0.009560949,0.0010862902,0.00050101,-0.002562708,0.00026274144,0.006444381,-0.0002119097,0.01285872,-9.292247e-05,-0.0037363574,-0.0073030596,-0.0127736395,-0.002684105,-0.012827693,0.004147478,-0.0013448106,-0.00037439202,-0.002574892,0.00025571825,0.006652838,0.017301155,-0.0031066134,0.00980504,0.014874617,-0.013543753,-0.00399276,0.007700286,-0.006318751,-0.012130544
FAM155A,0.0065730917,0.007036652,-0.010902782,-0.0054387962,0.0052642534,0.024945354,-0.00965296,-0.016606502,-0.00075926963,0.008820378,0.006896199,0.0028627045,0.0102013685,-0.00598554,0.016737679,-0.0054538706,-0.0013392043,-0.0027150372,-0.009910844,-0.0044424413,-0.018816039,-0.00586457,0.00031435548,-0.0013446205,-0.0032522823,-0.0015533214,0.0037621194,0.0066661076,0.0062547647,0.0023743203,0.03884092,-0.014473485,-0.00093952706,0.0066838916,-0.008814146,-0.042827886
FAM160A1,0.0022857904,0.0017806948,-0.004641952,-0.00047013283,0.0043924185,0.012483011,-0.0053189183,-0.008505771,-0.001732038,7.9988735e-05,0.00040609602,-0.0019457247,0.0019179472,-0.0024234909,0.004365034,-0.0023479369,-0.0014322877,-0.0015162566,-0.0032514688,0.0027144668,-0.0075911875,0.00031997968,-0.006142625,-0.0003475136,0.005258504,-0.0038410856,-0.0005619438,0.0026482185,-0.00088107045,0.0016396635,0.024550214,-0.007576217,0.002182458,0.00064589654,-0.00065960863,-0.027014028
FAM166B,-0.0007499692,-0.0005279314,0.00095558097,-0.000678633,-0.0019232843,-0.0021284313,0.0012789418,0.0011522621,0.0014511987,-0.0026829126,0.00061162,0.0012626165,-0.00010660144,0.0010081686,-0.0006172573,0.0031920746,0.00036379774,-0.0016095036,0.0022740278,-0.001892785,-0.0005079079,0.0019498623,0.00048152395,0.0006152216,-0.0025150378,-0.0027310012,0.0008885695,0.000753497,-0.0016818278,-0.0032669213,-0.0013842321,-0.0010034839,-0.0019892186,0.0015421397,0.0034629514,0.00017986786
FAM189A1,0.00137753,0.004906137,-0.005614444,-0.0028664328,-0.0012374778,0.011957131,-0.0051258123,-0.008525563,-0.0010635497,0.0013982357,-0.0004976422,0.0007117768,0.00601543,-0.00040261346,0.0055032857,-8.9396155e-05,-0.0024498084,-0.005586764,-0.010833982,-0.0045535862,-0.0027642946,-1.2441924e-05,0.0013370765,0.0010036164,-0.0023830074,-0.0006436546,0.0030236072,0.0050865416,-0.00052572467,-0.0005080605,0.01593626,-0.0038359924,-0.003759959,0.0025818583,-0.00434794,-0.01654524
FAM20A,-0.002524217,0.002841072,-0.004414563,0.0005493022,0.004521522,0.0023928967,-0.0017567716,-0.0040186546,-0.0005917985,-4.2372276e-06,0.002447126,-0.001582615,0.0053566433,-0.0023138907,0.0077266092,0.0021119732,-0.004299723,-0.0004688012,-0.00414034,-0.005628374,-0.0047804904,0.0011768084,-0.00058807526,-0.0027096907,0.0002550285,-0.00365602,-0.0008840581,0.006298874,-0.003551147,0.0014341326,0.011710476,-0.009265196,0.0038625123,0.0032540048,-0.0006126687,-0.009111583
FAM229A,-0.0005604166,-0.0007236492,-0.00084641157,-0.00010852948,-5.087492e-05,-0.00031235997,-0.00057669624,-0.0013545702,-0.0007643264,-0.0030449026,0.0002607741,0.00032893743,-0.0017773688,0.00040175192,-0.0008701438,0.0010891173,0.00033454015,0.0012590383,4.1738156e-05,-0.0007271478,-0.0015861252,0.00019958858,0.0012003678,-0.00011324178,-0.0010884053,-0.0007464011,-0.0013180051,0.00044557382,-0.00079276506,-0.00095226546,0.0028583515,0.0016680042,-4.9518578e-05,-0.0004375363,0.000979465,-9.884876e-05
FAM50B,0.00040973577,0.0022440958,-0.0043688044,0.0008177351,0.0017580665,0.0013174196,0.0013921879,-0.0010422277,0.002876688,-0.0029308933,0.0026138527,0.0011550013,0.0024982232,0.0017097339,0.0017388131,0.00032556965,-0.0033252602,-0.0036095807,-0.0027402022,-0.002346009,-0.0029724427,-0.0017797246,-0.0026272815,0.0003634766,-0.0006573476,0.0008715054,-0.00085422705,-0.0022985346,0.0013076095,-0.0021861256,0.00021050687,0.0014623204,0.00023238335,0.0013322353,0.0014881687,-0.0011128464
FAM71C,-0.0005063669,-0.00040943667,0.00035745723,-0.0011307634,-0.003949409,0.0018913117,-0.0001291939,-0.002654754,-0.00010428328,-0.0011649469,0.0007619682,0.00039178025,-0.0008137174,-5.7642246e-05,-0.00012447448,-0.00028971874,0.0005128238,-0.0005266275,-0.0014362758,0.0017405399,-0.0016697343,-0.001294796,-0.0011110428,0.0018849977,-0.00081632583,-0.00087090716,-0.0008259721,-0.000331064,-0.0005939583,-0.0050899466,0.0031710789,-0.0006995164,-0.0034454337,0.00024985365,0.0019427354,-0.0036972475
FAM71E2,-0.0048771957,-0.0020471667,0.0017342994,0.0027990416,-0.0012529464,-0.0066053183,0.003965092,0.0010721838,0.0006497344,-0.001196465,0.0005769754,0.0027962269,0.0007444032,-0.0031100279,0.000291384,0.0029037273,-0.0022374731,-0.002076903,-0.0013494012,-0.0015211636,6.593738e-07,0.0029132238,-0.0006415483,-0.00012650368,0.0015052495,-0.0037875623,0.00035909482,0.0025534062,-0.0018835638,-0.0014492973,0.00043763767,-0.003091,-0.0032872113,0.0022056499,0.0016219177,-0.0017946432
FAM90A1,0.00042084244,-0.0020167935,0.00093097275,0.00063707796,-6.633493e-05,0.0006556303,-0.00029452782,-0.0007008414,-0.0022451165,0.0053517953,0.0013137704,-0.0012529974,0.0015561561,-0.004328149,-0.0011806499,-0.0034327456,0.0003051132,0.00023523372,-0.0025172692,0.0024380782,0.0027164633,-0.0017472343,0.00022201407,6.4460095e-05,0.0025193554,0.0020190398,-0.0005512667,-0.0017333484,0.0010038097,-0.0016477647,0.0008425939,0.0022876032,6.729164e-05,-0.0010879255,-0.004659864,0.00012999069
FAR2,-0.00040936808,0.00108186,-0.006465038,0.000117203635,-0.0023515187,0.008485135,-0.005810085,-0.006704392,-0.00473917,-0.0050101504,-0.0012889596,-0.0007582834,0.003792357,-0.0032588544,0.0042936653,-2.7175425e-05,-0.0008651226,-0.0028847812,-0.0044819177,0.0011157759,-0.008323814,-0.001648017,0.0012997026,0.0026291078,-0.0009535483,0.0010214553,0.0047135437,0.006202097,-0.00013945495,-0.0048836665,0.008076668,-0.0068438957,-0.0010807774,-0.00034671,0.00085652084,-0.014254209
FAS-AS1,-0.0015527012,0.0004975037,0.00060777867,0.00050464633,-0.0002659523,-0.00022584829,-0.00014419483,-0.0021043401,-0.003852768,-0.0022519343,-0.003170821,-0.0019724113,-0.0025216073,0.0017133732,0.0026857315,-0.0028139804,-0.00018694301,-0.0021651909,-0.0010863525,0.0022667546,-1.9457011e-05,-0.00074045133,-0.0005937596,-0.00021339992,-0.0003090651,8.658862e-05,0.0002530417,-7.437921e-05,0.0019516122,0.0028347592,-0.0026939355,0.0023488495,-0.001837237,-0.0015399373,-0.0020306134,0.00022301365
FAT3,0.0014200052,0.008896712,-0.009012427,0.0007932032,0.004119135,0.017965583,-0.008457021,-0.015822185,-0.0008097492,-0.0013432738,0.00440789,-0.002618847,0.009114844,-0.0012816575,0.014044471,-0.0013356715,-0.005970957,-0.004796878,-0.008029314,-0.005404315,-0.012375752,-0.0007842129,-0.004066366,-0.0033249052,0.001442463,0.0045718066,0.006309486,0.012240779,-0.00023776485,0.005041724,0.028602475,-0.013451138,0.00241484,0.00092223583,0.0012746017,-0.032103613
FAT4,-0.0023434465,0.0010672472,-0.0024471332,-0.0014846722,0.0034299097,5.454587e-05,-0.0027967382,-0.00076519797,-0.0072596557,-0.0012942518,-0.0015497596,0.0008622965,0.0071407477,-0.0015238173,0.002443409,-0.002707679,-0.00167625,-0.0025771055,-0.0018993325,-0.0024927997,-0.0029696666,-0.0014616024,0.0017317767,-0.0014693531,-0.0030047745,-0.00033639598,0.0065244082,0.005161325,-0.0030764996,0.008992311,-0.0029001208,-0.0021400575,0.0002437059,0.0012760822,-0.002901843,-0.0006111717
