,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
LOC100130331,-0.0017491344,0.0008761383,-0.0012016395,0.0012143796,0.0017362226,0.00013946655,-0.0004934174,-0.000716631,-0.0011740425,-0.00032142855,-0.0007300799,-0.0010549501,-0.0012956406,0.00016670948,-0.00025522464,-0.00043133865,0.0009481559,-0.0003616627,0.00082101935,-0.0017287218,0.00019638901,0.002216654,0.0006659157,-0.0010769066,0.0003730392,-0.0023250112,0.001512438,0.0033244393,0.00056548545,0.002537895,-0.0013899122,0.0016464021,-0.0005757145,-0.0004035957,-0.0021787821,0.001606897
LOC100130548,-0.0014491674,-0.0007252837,-0.0003802209,-4.043377e-05,0.000360627,-0.00026591614,0.0018870838,-0.0005713525,0.0012271359,0.00055214437,0.0012362484,0.0015120363,0.0022666338,-0.002405565,-0.00014935693,0.002173294,-0.00021385253,0.00072847906,0.0011495304,-0.0049047675,0.0005529685,0.004122567,0.0017149713,-0.002256377,0.0022400317,-0.004532715,0.0009285351,0.0043722005,-0.0015187784,0.0007368786,0.00038608242,0.00042997248,7.668761e-05,0.0008651475,-0.0015171623,-0.0024009715
LOC100130691,-0.0001910889,0.0032693248,-0.0042287116,0.00054026616,0.005303028,0.0050626667,-0.003431782,-0.002654076,-0.0004908935,0.0034805804,0.0013987878,0.0016281856,0.009206061,-0.0011321637,0.0033637572,-0.0021080773,-0.0017110029,-0.0036398007,-0.005130759,0.0026581378,-0.0051698275,0.00035646398,0.0050698644,8.0004735e-05,-0.0007852637,-0.00030671986,0.0026550067,0.0095296055,-0.002165293,0.0050143194,0.007089277,-0.007745734,0.0016588711,0.00024228495,0.00066243263,-0.0063375793
LOC100131315,0.000844418,-0.0023935952,0.00066618674,-0.0003971135,-0.0018251676,0.0015415114,0.0003131031,0.0012177423,0.0010037425,-0.00081430393,0.0010524412,-6.0366194e-05,0.0009499811,-0.00090314006,-0.0021013431,0.0006262469,-0.0006545502,-0.0011986927,0.00022790214,-0.00060073036,0.00045992658,0.00017108611,5.9141406e-05,0.0008715513,0.00039678466,0.0002926872,0.00033771477,0.00019922793,-0.0004717164,-0.0013356557,-1.1842653e-05,0.00038671048,0.0016030093,-0.00055289327,-0.0008197411,0.0008090517
LOC100132356,-0.0023453275,0.0012694716,-0.0011654029,0.0017198307,0.0022978801,-0.0011420588,-0.00019014237,0.0003095748,-0.008768198,0.0002781751,-0.005102124,-0.0019011544,0.0011058152,-0.0006816004,0.0011786417,-0.0056157783,0.0012408387,-0.0053875204,-0.0019631502,0.0009815828,-0.0029703975,-0.0029955734,0.0011066794,-2.332578e-05,0.00024174499,0.006098526,0.0028825593,0.006491025,0.0023739503,0.0011310766,-0.00488422,-0.00029073225,0.0019866908,0.0021555242,0.0014505526,0.0017963402
LOC100134868,-0.0010043721,-0.00023227966,-0.0011136696,-0.00061543036,-0.0016182511,0.0010074986,1.3084681e-05,-0.0023035167,-0.0002650901,0.0005598776,0.0025347783,0.0006137149,0.0029052654,-0.0025690726,0.0020024837,-0.00013772733,-0.0015869308,-0.0007612349,-0.0024832815,-0.0007165273,-0.0024689406,-0.001098263,-0.00046366622,0.000878211,-0.0018233121,-2.8973618e-05,-0.002249079,-0.0013908886,-0.001444431,-0.0022115356,5.709366e-05,-0.0030151752,-0.002139431,0.00065609184,0.0014672629,-0.0013954125
LOC100288637,-0.0020932714,0.0044637523,-0.007354066,-0.00089451217,0.002025765,0.009070361,-0.00707069,-0.011902135,-0.0043544243,-0.0042105373,0.0035086174,0.000979264,0.008494532,-0.0039733513,0.010083076,-0.001131521,-0.0058542984,-0.0030893744,-0.010909069,0.0033145475,-0.007208215,-0.0025478203,-0.0019605423,0.0010164328,-0.00649268,-0.0015118658,0.0015351209,0.009564013,-0.0009159357,0.0017908787,0.020779405,-0.004246056,-0.0051823203,0.0043228758,0.000590095,-0.022077523
LOC100288798,-0.0017025045,0.0052008345,-0.008550201,-0.0014614601,0.007602881,0.009031625,-0.007388313,-0.012386473,0.00011888349,-0.0045175194,0.0023133147,-0.004253376,0.006134317,-0.0012698896,0.011898482,-0.0016056179,-0.0011343313,-0.0009946236,-0.0073245233,-0.0021907259,-0.0039020586,-0.00438266,-0.00032041688,0.0048544295,0.00049435307,-0.0024064598,8.826535e-05,0.0067463536,-0.00024696125,0.0020639221,0.020377766,-0.004848627,-0.0015629451,0.0007493726,-0.006571685,-0.020921052
LOC100289580,0.00013334092,-0.002467626,0.000114878225,0.0006209757,-0.0014704185,0.0015901676,0.00012481853,0.0004898421,-0.00016518623,-0.0011076614,0.00080498675,-0.00064500136,-5.4186366e-05,-0.0033030838,-0.002365245,0.00050988345,-0.0007692098,6.5454406e-05,0.0012237941,0.001040099,0.0012984781,-0.0012609375,0.0011685414,0.0016011539,0.0011587323,0.0010267721,-0.0002101419,-0.00019610532,-0.001163879,-0.0016732089,-0.00020970912,0.0005374621,0.00089061743,-0.0011349992,0.001496896,0.0005488051
LOC100420587,0.0013615172,0.0053780763,-0.008285882,-3.8027185e-05,0.0012968,0.015838787,-0.0066420548,-0.012942662,0.0025779079,0.003167425,0.0021156191,-0.002679343,0.009719057,-0.0016250481,0.0102586355,0.0039561414,-0.0055690333,-0.0032863521,-0.006696289,0.0009094025,-0.011657354,-0.0036405157,0.0010317976,0.0017785236,-0.0013472959,0.002722477,-0.002347192,0.005140422,-0.00024038745,-5.6826066e-05,0.023795191,-0.014012895,-0.00062524155,0.001744487,-0.0015381387,-0.030723492
LOC100505736,-0.0020457036,-0.0015910475,-0.0010354526,0.0010530371,0.0002877562,0.00071475835,0.00014725812,-0.0020654215,0.00068665156,0.0014974936,0.0013814457,0.002180553,0.00062943686,-0.004216917,-0.0016854602,0.0023345735,1.4749263e-05,-5.5099877e-05,0.00019875693,-0.0020405839,0.0015679164,0.002262904,0.001869827,-0.0007928752,0.001999225,-0.003484468,0.0012048726,0.00312616,-0.0037259508,-0.00015042427,0.0021213242,-0.0025075048,5.015147e-05,0.0019807261,0.0005481313,-0.00021728803
LOC100506207,0.0021686882,0.0010374368,-0.0038741578,0.0008829126,0.0028358186,0.0067052534,-0.0025372375,-0.001615274,0.0004644125,0.0030855425,-0.002151489,-0.0007887791,0.004434774,-0.0013510007,0.0028965094,0.00015729123,-0.0013754416,-0.003578675,-0.005622698,0.0024814615,-0.0054052523,-0.0013834446,0.0033384222,0.004425912,-0.00034869704,0.00340601,-0.0020665473,0.0029637928,-0.0019454097,0.0030170646,0.008190163,-0.0042527234,0.0005377539,0.002812999,-0.0018906204,-0.007413662
LOC100507006,0.0012649078,0.0023312243,-0.0063329544,-0.0022967344,0.001168473,0.008132637,-0.0012574395,-0.005509989,0.003765556,-0.0018753598,0.0023637023,0.0031700444,0.006882977,0.0014990997,0.0014715794,0.0005425228,-0.0015070217,-0.003446495,-0.0069891866,-0.006178049,-0.004030024,0.0011398577,-0.0026830002,-0.004494021,0.0012299552,-0.0034880359,0.00032346632,0.0018735708,0.0017220285,-0.0027513267,0.010054734,-0.0018056621,0.00071986794,0.0018069212,-0.0013248012,-0.010597361
LOC100507053,3.2405173e-05,0.0011320845,-0.002740715,-0.0015014858,0.0027938995,0.0037960669,-0.0023490246,-0.0033915616,-0.00046123745,0.0008106761,0.0059368024,0.0017692348,0.0025449784,0.0016184213,0.0022636943,-0.00208318,-0.00097547827,-0.00034199236,-0.0061987597,-0.0039819917,-0.0040725567,-0.0005614239,0.0007541619,-0.0015382651,-0.0008397296,-0.004492336,0.004782239,0.0036627243,-0.00093305827,0.0036459612,0.008109734,-0.0062221037,0.002542072,0.0032188867,-0.0019942345,-0.012000232
LOC100507291,-0.0005799843,0.005277069,-0.00085994875,-0.00075557694,0.0046429685,0.0044561867,4.0235496e-05,-0.0047000963,-0.00414961,-0.0026565113,-0.0013013046,0.003892043,0.005224743,0.0014007204,0.007932693,-0.0018791454,-0.0019120284,-0.00062369846,-0.008959688,0.0029757589,-0.0023470733,-0.0016658526,0.0016070524,0.0024185851,-8.729849e-05,0.0022988084,0.005671699,0.0009842241,-0.0031858915,0.0030598347,0.0060997535,-0.004805834,-0.0013459112,0.0022611532,0.002294309,-0.009491281
LOC100507334,-0.0014306579,-0.00057997595,0.0004510493,-1.05223435e-05,-0.0024474207,-0.0017747158,0.0013296283,-0.0010452643,0.001740905,0.001289481,0.0013263418,0.003858936,0.0007005336,0.0019608047,0.0017639603,0.002635943,-0.00032810454,0.0025148843,-0.0013355274,0.0014730106,0.00087858975,-0.00067979045,1.5137504e-05,0.0021742568,0.00018708178,-0.0003792431,-0.0016028602,-0.0005597487,-0.00036632267,-0.0021809197,0.0010844077,0.0012517334,-0.00097010424,0.0005002935,0.0023687216,-0.0013399345
LOC100507564,0.00047702907,0.00078095164,0.0010817165,-0.0005214571,-5.2858333e-05,0.002691814,-0.00040901703,-0.00073766994,-0.0012859794,0.00063991,-0.0012965824,0.0034004245,-0.0021027059,0.00033162296,0.0021844907,-0.0006630089,-0.0006476176,0.0009661332,-0.0010679206,0.002340998,0.0026634503,-0.000669123,-0.000372404,-0.0016436877,0.00039293614,-0.0012330246,0.0012156325,-0.00078341004,-0.0003449282,0.0012018892,0.0023812593,-0.0014124868,0.00057568226,0.00016873145,0.002546662,0.0009836993
LOC100507642,0.00051729585,0.0004962943,-0.0014307834,-0.0020335529,-0.0005605712,0.0028140808,-0.0021667813,-0.0016607087,-0.00040433984,-0.00159954,-0.0014088027,0.0003011038,-0.0020573542,0.000279054,0.00029930603,-0.0013605391,0.00014604292,-0.0009929643,-0.00041766217,-0.001106642,-0.0017969916,0.0015545515,-0.0018907645,-0.00289444,-0.0003215175,-0.0035087608,-0.0008242809,0.00035908105,-0.00015814263,-0.00055822823,0.0015198229,-0.001986401,-0.00010002212,0.0014453247,0.0007105952,-0.0016356405
LOC100996419,0.0039536986,0.002590727,-0.00017446352,-6.454503e-05,0.0026344908,0.0041644466,-0.0014020309,0.0026316163,0.0027090365,-0.0067294845,-0.0021697457,-0.0021025706,0.005280313,-0.0039512957,0.007989455,0.0019436748,0.008635139,0.0074114334,-0.0008567451,0.012675114,-0.009863607,0.0015419098,0.000512577,-0.00016599377,0.0077521796,-0.0033637788,0.00091231015,-0.0036019376,0.0050034686,-0.0058596046,-0.00061627023,-0.00030093302,0.0019488509,0.0019510648,-0.006944733,0.0018247003
LOC101926892,2.8187651e-05,0.0008547902,-0.0007037722,-0.0004402325,0.0006412438,0.0008672871,-0.0015751009,-6.521831e-05,0.0008636278,-0.003935645,0.0006053489,-0.0023327465,0.0015926645,0.0011896284,0.0005864945,0.00086016126,-0.0005174899,-1.8429242e-05,0.0015147948,0.00019976812,-0.0013626185,-0.00088069774,0.000614729,0.0042491797,-0.0031109808,0.0034899437,-0.000119733035,0.0011006792,0.0003955058,-0.0007235449,-0.0017883537,-0.0005044729,-0.00050298293,-0.0009603187,0.0011625764,-0.00023470659
LOC101927021,0.0024309398,0.0027085382,-0.0019193145,-0.0011731938,0.0048771547,0.0011427244,-0.0012293783,0.0017998571,0.0002717047,-0.0018123476,-0.00050259574,0.0017223231,0.0038292606,-0.0013422157,-0.00061026105,0.00067494006,0.0015375126,0.0018917157,0.0019618962,-0.0012857317,0.00012720522,-0.0010225185,0.0011577643,0.002414357,-7.0499e-06,0.000654004,-0.0009369073,-0.00059841876,0.0003930484,0.0044403537,-0.00022671599,0.0009769759,-5.8580426e-05,0.0012200795,-0.0004285159,0.0009790787
LOC101927322,-0.0015009624,0.0006349068,-0.00080103916,0.0011684468,-0.0017508323,-0.0015289292,0.0007448075,-0.0012527064,6.2311096e-06,-0.0032295124,-0.000863297,-0.0033778162,0.0003879692,0.001928642,-0.00024235938,0.0028957855,-0.0012663493,-0.0020001577,-0.0030286293,-0.00277282,-0.0016675157,-0.0017871588,-0.0022063388,0.0013796326,-0.004191926,6.1129955e-05,-0.00069488504,-0.0027569302,0.0011010476,0.00019499632,-2.7238842e-05,-0.0007192277,-0.0019882822,-0.00072632264,-0.00024336505,-0.0009813552
LOC101927666,0.0010625046,-0.00055555237,-0.0015066824,0.0001088606,-0.0019888838,0.001292604,-0.00066617795,-0.0011305272,0.0017373958,0.00243866,0.004015919,0.0013599646,0.0027195776,-0.004766063,-0.00078114297,0.0007021334,-0.0005860175,0.0039303,0.0018826236,-0.0012410159,-0.0019377809,-0.002519813,0.001913512,0.00081218214,-0.00043505,0.0022216165,-0.0008462561,-0.004311223,-0.0048889252,-0.0031251425,-0.0004634274,-0.0017092302,0.0006207414,-0.0003055043,0.00088217494,-0.002444448
LOC101927668,0.00051135774,0.008290883,-0.005741027,-0.00062276504,0.0027035293,0.00926766,-0.0028159313,-0.008563798,0.0034080686,-0.0004583694,0.0036574788,-0.0005219341,0.011031748,0.0068935435,0.009530993,0.002499506,-0.00528732,0.0011106435,-0.0059762285,0.00042525545,-0.005006208,-0.003483835,0.0019855774,0.0030737915,-0.00063867116,0.0024268534,-0.00281235,0.004738142,0.000831828,0.0025937378,0.011739987,-0.00247913,0.00023643574,0.0014443081,0.0030551925,-0.014381793
LOC101927690,-0.0003153504,0.001277138,6.354962e-05,-0.0008326312,0.0030524116,-0.0008254232,-2.0384523e-05,0.00092540844,-0.00050807686,0.0007733823,-0.0019175595,0.0008185193,0.000847343,-0.0005773413,0.0025442818,0.0009890012,0.0011142221,0.00066398305,-0.00037012616,-0.00020239959,0.0018272748,0.0007735577,0.0005931579,-0.00048718724,-0.00034040512,-0.001285638,0.0006364416,0.0046723653,-0.0005804695,0.0030001793,-0.0010745937,-0.00081758143,-0.00016927894,0.00079466886,0.00075562013,0.0011092472
LOC101927881,0.0011318546,-0.0016457454,0.003327149,8.8248395e-05,-0.002178312,-0.0006597249,0.0013292243,0.0030731664,-6.175714e-05,-0.0035479786,-0.0037069991,-0.00124047,-0.0031231812,0.0019531772,-0.0010547634,-0.00037035273,0.0012664385,-0.0013560585,0.0027469378,0.00039897292,0.0013526131,0.0006290731,-0.0012667842,-0.00042267866,-0.0018130172,0.0006056323,4.567579e-05,0.00031792605,0.001146876,-0.00045251352,-0.00080333627,0.00028921108,0.0011856689,-0.00028660716,0.0015814924,0.0016881189
LOC101928166,-0.00086380285,-0.0021822301,0.0017438749,-0.0011186058,-0.0015578802,-0.0023899598,0.00070657115,0.0015228064,-0.0010582472,-0.0022060785,-0.0017003716,0.00012763671,-0.0023893474,-0.0024586413,-0.002227002,-0.000853122,0.0010421517,-0.0020927833,0.0032611084,-1.0398781e-05,0.0010330069,0.0025158448,-0.0010693012,-0.0032398663,-0.0006732494,-0.0043977913,0.0009178815,0.0029141523,-0.0020398132,-0.0016265459,-0.0026747661,-0.0025301818,-0.00043500005,0.0010574975,0.0020262555,0.0016546737
LOC101928269,-0.0019928645,0.0023744367,0.00045134462,0.00066347787,0.0014282966,-0.0009300699,0.0011697306,-0.0013392711,-9.492007e-05,-0.00079312385,-0.00030274809,0.0006555947,-0.00077380514,0.0020780908,0.0018276469,0.0005889854,-0.0008755926,-0.00033038255,-0.0012258493,0.0011902602,0.0010792393,0.0014588351,-0.00027798992,0.00048100422,0.0005006888,-0.0017122575,0.00038192456,0.0027373526,0.0014647165,0.00013112882,0.0003282084,0.00022580654,-0.0017679078,0.00030277934,0.00058296515,-0.0016077091
LOC101928437,-0.0018801313,0.0008914112,-0.0065846294,0.0009948639,5.9893566e-05,0.0072932746,-0.0036272553,-0.009228932,0.0006304942,-0.002175982,-0.0008882332,0.0006546872,0.0010692299,-0.0016852039,0.00960746,0.001172545,0.0011813306,-0.0027517534,-0.009220538,0.0031298683,-0.0071030958,0.004393464,0.002324642,0.004097522,-0.0020981994,0.0034106986,-0.0052961675,0.0030602168,-0.00010822727,0.0043252367,0.01079889,-0.0073424117,0.00039118176,0.007775583,0.0051671923,-0.016679158
LOC101928438,-0.0014390663,0.0027189027,-0.003376103,0.0009858734,0.0069005494,0.0023356688,-0.0034070632,-0.004421838,-0.0013028232,0.0004863367,-0.0008847599,-0.0021151935,0.005419087,-0.0012138488,0.0026863727,-0.0007582486,-0.0037971742,-0.0023676055,-0.006525506,0.0039588534,-0.0026678157,-0.00065006426,-0.0052828835,-0.00017735214,-0.00332632,-0.0023902103,0.0006528918,0.0025792026,-0.0019286923,0.0076457136,0.007889072,-0.0057418584,-0.0032823593,0.00030873192,-0.0024452708,-0.008016028
LOC101928491,0.0007808801,0.0010451195,0.0012517623,-0.0011716732,0.0010342214,0.0005360187,0.0011516396,0.0012896073,0.0003560795,-0.0037149477,-0.0010397088,-0.0008223115,-0.00073876494,0.002874364,0.00012259018,0.0018687227,0.00023202339,-0.0007359472,0.0006345364,-0.0006680436,0.0016636555,0.0016848482,-0.0012524836,-0.0005792874,-0.0008693214,-0.002592125,-0.00010908325,0.0014051716,0.0012706519,0.000944986,0.0019546754,-0.0009037116,-0.0008574965,-3.525908e-05,0.0034405699,0.00086122495
LOC101928517,0.0002860813,0.000383358,-0.0014237602,-0.0007367364,-0.00030564197,0.0009008571,-0.001259791,-0.0011217094,0.0016520104,0.0022416206,0.0018762037,0.0023405268,0.00011745859,-0.0012912855,-6.9955795e-06,5.8682817e-06,0.00019780267,-0.00056622364,-0.0009155545,-0.0025579815,-0.0017217749,0.0015920863,-0.00147017,-0.0030050483,0.00031090635,-0.002584615,0.00028644004,-0.0013899931,-0.00083059573,0.0002720043,0.0015416889,-0.0021300542,0.000597817,0.0018413416,-0.001390457,-0.0014694124
LOC101928535,0.001258353,-0.0012407076,0.0032704477,-0.0004909825,0.00010118767,0.0010304169,0.0017281489,0.0014592672,-0.0030113992,-0.0014902877,-0.0043849405,-0.0019728204,-0.003331549,0.0006900431,0.00021340557,-0.0034062176,0.002015313,-0.0010007604,0.0011665544,0.003307901,0.00243448,-0.001371217,-0.0002116194,-0.00014023496,-0.0010373266,0.0016834018,-1.460914e-05,0.0014642953,0.0024953454,0.0012554872,-0.0014017354,0.0027918483,-0.0004580362,-0.0015845789,0.00040619608,0.0014280917
LOC101928595,-0.0013312176,0.0024569747,-0.0003079224,-0.002042303,0.0009569933,0.0007423545,0.0018324759,-0.0024203511,0.00067985454,0.002765806,0.00029222894,0.0012122995,0.0005694817,-0.00021463729,0.0046418738,-0.00017214732,-0.0021116936,0.001372807,0.00015345242,-0.0003310746,-0.0014222644,0.0025409465,0.001281093,-0.0040651127,8.985018e-05,-0.0019689212,0.0007849488,0.0018486971,-0.00010279909,0.0041450574,0.00311638,0.00086807995,9.508211e-05,-0.0015029779,-0.0007814736,-0.0011712837
LOC101928622,-0.0018466344,0.0027484887,-0.001386606,0.00037800416,0.00015752725,-0.0007420761,-0.0007124732,-0.0009884787,-0.0027574506,0.00056950096,0.002063955,0.003850283,0.002752901,0.0028959706,0.0037199056,0.00082877564,-0.0025812478,0.00015590109,-0.0032760922,0.0020503262,-0.00039999894,0.00065202644,-0.0027540878,-0.0051954696,-0.0033178423,-0.0031495378,-0.0028752133,-0.0012712004,0.0007470933,0.00055692845,-0.0012627277,-0.0006335624,-0.0011343302,0.0016310776,-0.0026450125,0.00028195322
LOC101928911,0.0022805177,0.00030695606,-0.0019599407,-0.0013972294,0.00049038685,0.0030414606,-0.0027397883,-0.00010980596,-0.0010254089,0.0006477727,0.00013580723,-0.0017399926,0.0011202937,-0.0034364117,-0.00057866104,-0.0014660832,-0.00019056234,-0.0010743097,-0.0007697779,0.001343247,-0.00060893554,-0.0012621727,0.0007939508,0.0025536844,-0.00063687924,0.002274223,-0.001304943,0.000446412,0.0008859311,-0.0017898303,0.002697363,-0.00069792295,0.0008575729,-0.001074821,-0.0017760237,-0.0010088811
LOC101928937,-0.0010832077,0.00049156084,0.0011061581,0.0007175143,0.00012039674,-0.0008161608,0.0006538752,0.0007293641,-0.0006919045,-0.002513579,-0.00319672,-0.00041909298,-0.0025826693,0.0013956969,0.0011157425,-0.00019715381,0.000807243,-0.00052305317,0.0006298349,0.00015215295,0.0011728893,0.0014001165,-0.0011447025,-0.0002735195,-0.0015937372,-0.002381061,-0.000986178,0.0020219877,0.00044429087,0.00086795253,0.0010281809,-0.0018216965,-0.00015657042,0.0010842792,0.0036723875,0.00077640254
LOC101928978,0.00081537006,0.0013044805,-0.0015287317,-0.0014935056,0.00040112247,0.0061756754,-0.0010932654,-0.0059100213,0.0036130226,-0.0020814778,-0.0009228036,0.0033377418,0.0031313833,-0.0014459768,0.0034103852,-0.0009586034,-0.00018070624,0.0015605114,-0.0038433021,-0.00026406298,-0.004126165,-0.0037883436,0.0015700902,0.003313233,-0.0004704008,0.001286295,-0.0008044973,0.004987956,-0.0018490969,-0.0008875532,0.010463556,-0.0017092351,-0.0004188436,0.0009551764,0.0032441388,-0.01301523
LOC101929095,-0.0024474887,0.00030440968,-0.0030943444,-0.0015030841,0.0026777429,0.005388275,-0.0025593438,-0.007514437,-7.326619e-05,0.0025561322,0.0021942453,-7.124962e-06,0.00702241,-0.0028081066,0.0043776953,-0.0023623554,0.0036498436,0.0007793871,-0.006957597,0.005761441,-0.0055093365,-0.0012108417,0.0039545344,0.0037307627,-0.0035941566,-0.0012294727,-0.0015799032,0.004347406,-0.0020642567,-0.0003328062,0.012974859,-0.0031892788,-0.00014844454,-0.001613347,0.001206272,-0.015757538
LOC101929210,-0.0008255016,0.0026842034,-0.002004475,-0.0016466078,-0.0024476496,0.0009071415,0.00013810286,-0.0028648004,0.00026272336,0.0013797204,-0.0058922125,0.0024454172,0.00691506,0.0024174892,-0.0018651756,-0.0029950931,0.0007256573,0.0038581155,0.001363161,0.00085437315,-0.0033976538,-0.0017417412,-0.004070683,-0.002476285,0.00045647236,0.0030707084,-0.0035723366,0.0045581777,-0.0010366059,-0.0051397183,0.0041847075,0.00271153,-0.0032560497,-0.002305612,0.0015058154,-0.002318082
LOC101929457,0.00080514746,0.0030128811,0.0017966605,0.0032241277,0.0028815866,-0.0019473364,-0.0007573073,0.0031630734,-0.0018149021,-0.003734926,-0.0017751122,-0.00072023063,-0.0032735714,0.0013126588,0.0019121883,-0.0012176414,-0.0014627597,-0.0027930718,0.0003516477,0.002726452,0.0007927356,-0.00015054083,-0.0005652856,-0.0015681267,1.9596748e-05,0.0019837073,-0.00041565005,0.0008181219,0.0019264695,0.0023004352,0.0007755725,-0.00026214676,-0.0010519199,-0.0015350329,-0.00019016651,0.0012836021
LOC101929524,0.0006781573,-0.0010050646,0.0011559718,-0.00031561838,-0.0018609688,-0.00097211177,0.000245777,0.00029194844,0.0012007263,0.0011099372,-0.0010534414,0.0006109427,-0.0016337051,-0.00114076,-0.00037783573,-0.0017229955,0.0011100131,0.00034457532,0.0016142841,-0.001858934,-0.0020738624,0.0007141207,-0.0010021379,-0.0019318038,3.6743684e-05,-0.0015561505,-0.000413896,-0.00013284231,-0.0012584343,-4.8955942e-05,-0.0015070706,0.00074195996,0.0018982533,0.00057841017,-0.0021891533,-0.0025045974
LOC101929555,0.00057688804,-0.004801993,0.0012299191,0.0016453415,-0.004447863,0.0031610194,0.0008505258,-0.00018008132,-0.0015281643,-0.0017711364,0.0014493485,0.0039719273,0.00042202827,-0.0025822546,-0.0017072181,7.375048e-05,-0.00037361938,-0.0053402297,-7.874377e-05,-0.0041064965,-0.002794664,0.00052368117,0.0012954257,0.0041258303,-0.0017882995,-0.0008684539,0.00904453,0.0029564656,0.00248187,-0.0013356226,0.0019184414,-0.00019488756,0.0018620818,-0.0010414411,0.002934553,-0.0060780435
LOC101929563,-0.003307527,0.0031649598,-0.005410448,-0.00060932926,0.002990262,0.005781323,-0.003395575,-0.0075278305,-0.0016334513,-0.00161004,0.0014163537,0.0014480579,0.0022175086,-0.001801208,0.0043587056,0.0010161175,-0.0017876674,-0.002682927,-0.0052511427,0.0016912777,-0.0027434987,6.785028e-05,-0.00028536844,-0.0015845242,-0.0021484848,-0.0019277133,0.0033281064,0.004713043,-0.0041330284,-0.00018616144,0.011736783,-0.0060637775,-0.0005889599,0.0022081037,0.0020236804,-0.012790348
LOC101929613,0.0011068905,-0.0019544263,3.6725487e-05,0.0020739047,-0.003053634,-0.0019499168,0.0013219652,0.002984845,-0.0021745786,0.0024902562,-0.0006086692,0.00036925013,0.002050171,-0.0012701569,-0.00025449728,0.0025298567,-0.002396927,0.0035085678,0.002547522,3.0046083e-06,-0.0015188496,-0.00265802,-0.00095103326,0.002584358,-0.00012637736,0.0040448518,-0.00037643328,0.0014164526,-0.0031805132,-0.005267477,-0.0007585424,-0.00085774314,-0.0010973468,-0.0008566902,0.0032164727,4.7364363e-05
LOC101929897,-7.6635064e-05,-0.00024999428,-0.00052943366,0.0008924016,0.0009692106,0.0005284772,-7.8700854e-05,0.001486069,-0.0010828439,-0.0005284332,-0.001667434,0.00018923871,-0.00077894225,-0.0005961024,-0.00011908648,0.00031357942,0.00060133863,-0.0014577323,0.00089179474,-0.001475141,0.00062611676,0.00044354645,0.0002612816,-0.0006571033,-0.00024350897,-0.0015334715,-0.000339761,0.0012505502,-0.00095012086,-0.0009233022,-0.0012964954,-0.0006996502,0.0002667363,0.0012365624,6.476281e-05,0.0012142342
LOC102723885,-0.0013806644,-0.0012850104,0.000683193,-0.00036989275,-0.0014559608,-0.0014419632,0.0005872057,-0.00019624823,0.00054926344,-7.044447e-05,-0.00020593946,0.0003793885,0.00056851114,-0.00085169735,0.00020418217,-0.0008848738,-0.0008456449,-0.000744393,-0.0010644435,0.00082635717,-0.0011029519,-0.00077530026,-0.0012371885,-0.0012639066,0.0007397807,0.00029362045,-0.0008035992,-0.0011266881,-0.00024701547,-0.0010861102,0.0009014765,-0.0011600312,-0.00043366925,0.00022319582,0.00014828095,-0.001392675
LOC102724156,0.0007512154,0.0007252805,0.00069025904,0.0005453788,0.0011935584,-0.00079806364,0.0017692553,0.00021408996,-0.0006775431,0.0016937453,0.0006234142,0.0010328776,0.00093393994,-0.0014473485,0.00046217,-0.001247389,-0.0011297269,-0.0015117957,-0.0010927928,0.0019753801,0.0010053572,-0.0023503802,-0.001274087,0.0012187493,0.0010556927,0.0028509207,0.00054381863,-0.003304728,0.0011903774,-0.0024243244,-0.0024181784,0.0010503153,0.00019926473,-0.00082966994,-0.0012448649,-0.0006778184
LOC102724710,-0.0002634261,0.0011054976,-0.0014702908,0.0010641079,0.00074052805,-0.0019230428,0.00027736693,-0.00086761423,-0.0006251443,0.0010383859,-0.00090843806,-0.00053108233,-0.0024135541,-0.0015608909,0.00064041885,-0.0012922237,0.0012946498,-0.0003773577,0.0017421168,-0.0012807423,-0.00094573747,0.0008424056,0.0025351762,-0.0025569133,0.0015982974,0.00045058638,0.00033753848,-0.00066266005,0.00068583013,0.0012916189,-0.00023323736,0.0033084603,-0.0015902381,-0.0007478345,-0.0023168284,-0.0016510452
LOC102725254,0.00041614063,-0.004274676,-0.00018318895,-0.0014546799,-0.0021468077,-0.0004370596,0.0018121989,0.0007112219,0.0011445588,0.0020091543,0.0011944954,0.0011227215,0.00047769817,-0.006194895,-0.0030022608,0.00056902895,0.00095923326,0.0003691552,0.0019358951,-0.0030506246,0.0016435591,0.0030764865,0.00057822565,-0.0019416272,0.0021391984,-0.0049035526,-6.8380665e-05,0.0028858776,-0.002840393,-0.00226547,-0.0011365684,-0.000420145,0.00011950582,0.000510646,2.5280737e-05,0.0013591516
